Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-26,,52.6551,,,,
2007-11-27,,52.0575,,,1,5000
2008-01-25,,47.0,,,1,802
2008-01-28,,47.0,,,,
2008-06-18,,33.4988,,,1,35979
2008-06-23,,33.6231,,,1,39776
2008-06-24,,34.0842,,,1,28900
2008-06-25,,34.411,,,2,20000
2008-07-15,,27.1451,,,1,5662
2008-07-21,,28.3206,,,1,46741
2008-07-22,,28.6033,,,1,18000
2008-07-31,,33.8817,,,2,44106
2008-08-05,,34.0472,,,,
2008-08-08,,30.1,,,1,70000
2008-08-11,,30.0699,,,,
2008-08-14,,29.6937,,,,
2008-08-19,,29.7397,,,,
2008-08-26,,29.4886,,,1,3976
2008-09-03,,29.608,,,2,9208
2008-10-21,22.03,21.7132,21.71,,2,35500
2008-10-28,18.82,18.8169,18.82,,1,8340
2008-11-04,,19.52,,,,
2008-11-06,,19.5195,,,,
2008-11-25,14.92,14.9233,14.92,,1,639
2008-11-26,16.45,16.4535,16.45,,1,9405
2008-12-22,,16.9169,,,,
2009-01-08,17.25,17.2541,17.25,,1,7187
2009-01-26,13.56,13.5636,13.56,,1,11447
2009-02-04,,11.9105,,,,
2009-02-16,13.92,13.9161,13.92,,1,83000
2009-03-03,11.23,11.2312,11.23,,1,7076
2009-03-23,,10.9515,,,,
2009-12-18,,21.29,,21.29,,
2009-12-23,,21.6801,,21.6801,,
