Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,SHROUT
2008-07-11,,23.5115,,,1.0,10295.0,255201764
2008-07-15,,21.35,,,1.0,2600.0,255201764
2008-07-23,,20.3,,,3.0,25542.0,255201764
2008-07-25,,19.3051,,,1.0,428200.0,255201764
2008-07-28,,19.3051,,,,,255201764
2008-08-01,,20.9476,,,2.0,20063.0,255201764
2008-08-05,,20.2181,,,2.0,17980.0,255201764
2008-08-26,,24.6778,,,1.0,27000.0,255201764
2008-09-26,,16.9,,,1.0,1464.0,255201764
2008-10-10,14.0,14.0,14.0,,1.0,14500.0,255201764
2008-10-15,13.97,13.9725,13.97,,1.0,35500.0,255201764
2008-10-28,12.12,12.1159,12.12,,1.0,78500.0,255201764
2008-10-29,13.0,13.0,13.0,,1.0,457.0,255201764
2008-11-14,10.55,10.55,10.55,,1.0,10000.0,255201764
2008-11-18,,9.6071,,,1.0,200000.0,255201764
2008-11-20,,8.4787,,,1.0,100000.0,255201764
2008-11-21,,8.0833,,,1.0,76000.0,255201764
2008-12-02,,8.608,,,,,255201764
2008-12-05,9.81,9.81,9.81,,1.0,20000.0,255201764
2009-01-07,12.5,12.5,12.5,,1.0,50.0,255201764
2009-02-11,,13.75,,,,,255201764
2009-02-19,,10.9048,,,1.0,48600.0,255201764
2009-02-24,,10.1423,,,,,255201764
