Date,CLOSE,SHROUT
1994-06-16,1337,
1994-06-17,1337,
1994-06-20,1337,
1994-06-21,1375,
1994-06-22,1375,
1994-06-23,1375,
1994-06-24,1375,
1994-06-28,1262,
1994-06-29,1262,
1994-06-30,1262,
1994-07-01,1262,
1994-07-04,1262,
1994-07-05,1262,
1994-07-06,1262,
1994-07-07,1262,
1994-07-08,1262,
1994-07-11,1262,
1994-07-12,1262,
1994-07-13,1262,
1994-07-14,1262,
1994-07-15,1262,
1994-07-18,1355,
1994-07-19,1322,
1994-07-20,1360,
1994-07-21,1350,
1994-07-22,1350,
1994-07-25,1433,
1994-07-26,1475,
1994-07-27,1478,
1994-07-28,1446,
1994-07-29,1381,
1994-08-01,1348,
1994-08-02,1380,
1994-08-03,1382,
1994-08-04,1426,
1994-08-05,1444,
1994-08-08,1434,
1994-08-09,1465,
1994-08-10,1476,
1994-08-11,1478,
1994-08-12,1518,
1994-08-15,1521,
1994-08-16,1509,
1994-08-17,1527,
1994-08-18,1522,
1994-08-19,1500,
1994-08-22,1485,
1994-08-23,1478,
1994-08-24,1470,
1994-08-25,1491,
1994-08-26,1479,
1994-08-31,1553,
1994-09-01,1561,
1994-09-02,1571,
1994-09-05,1611,
1994-09-06,1611,
1994-09-07,1611,
1994-09-08,1663,
1994-09-09,1655,
1994-09-12,1519,
1994-09-13,1519,
1994-09-14,1515,
1994-09-15,1515,
1994-09-16,1515,
1994-09-19,1515,
1994-09-20,1554,
1994-09-21,1543,
1994-09-22,1535,
1994-09-23,1535,
1994-09-26,1514,
1994-09-27,1522,
1994-09-28,1518,
1994-09-29,1504,
1994-09-30,1500,
1994-10-03,1500,
1994-10-04,1500,
1994-10-05,1493,
1994-10-06,1495,
1994-10-07,1497,
1994-10-10,1511,
1994-10-11,1495,
1994-10-12,1578,
1994-10-13,1564,
1994-10-14,1544,
1994-10-17,1544,
1994-10-18,1538,
1994-10-19,1547,
1994-10-20,1593,
1994-10-21,1624,
1994-10-24,1609,
1994-10-26,1604,
1994-10-27,1584,
1994-10-28,1571,
1994-10-31,1555,
1994-11-01,1548,
1994-11-02,1563,
1994-11-03,1600,
1994-11-04,1660,
1994-11-07,1681,
1994-11-08,1660,
1994-11-09,1680,
1994-11-10,1674,
1994-11-11,1668,
1994-11-14,1665,
1994-11-15,1682,
1994-11-16,1702,
1994-11-17,1702,
1994-11-18,1720,
1994-11-21,1729,
1994-11-22,1716,
1994-11-23,1698,
1994-11-24,1710,
1994-11-25,1693,
1994-11-28,1686,
1994-11-29,1602,
1994-11-30,1598,
1994-12-01,1583,
1994-12-02,1580,
1994-12-05,1592,
1994-12-06,1582,
1994-12-07,1599,
1994-12-08,1610,
1994-12-09,1574,
1994-12-12,1517,
1994-12-13,1503,
1994-12-14,1503,
1994-12-15,1527,
1994-12-16,1540,
1994-12-19,1570,
1994-12-20,1615,
1994-12-21,1633,
1994-12-22,1607,
1994-12-23,1607,
1994-12-29,1600,
1994-12-30,1600,
1995-01-03,1580,
1995-01-04,1570,
1995-01-05,1550,
1995-01-06,1533,
1995-01-09,1510,
1995-01-10,1487,
1995-01-11,1455,
1995-01-12,1465,
1995-01-13,1455,
1995-01-16,1465,
1995-01-17,1440,
1995-01-18,1440,
1995-01-19,1415,
1995-01-20,1370,
1995-01-23,1370,
1995-01-24,1330,
1995-01-25,1330,
1995-01-26,1300,
1995-01-27,1310,
1995-01-30,1287,
1995-01-31,1287,
1995-02-01,1295,
1995-02-02,1350,
1995-02-03,1400,
1995-02-06,1445,
1995-02-07,1415,
1995-02-08,1430,
1995-02-09,1485,
1995-02-10,1460,
1995-02-13,1450,
1995-02-14,1460,
1995-02-15,1460,
1995-02-16,1430,
1995-02-17,1405,
1995-02-20,1400,
1995-02-21,1405,
1995-02-22,1405,
1995-02-23,1450,
1995-02-24,1450,
