Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-06,,22.328,,,,
2007-11-09,,21.684,,,,
2007-11-12,,21.941,,,,
2007-11-14,,22.1,,,,
2007-11-16,,21.531,,,,
2007-11-19,,21.186,,,,
2007-11-20,,20.22,,,,
2007-11-22,,19.65,,,,
2007-11-23,,20.39,,,,
2007-11-28,,18.758,,,2,3006
2007-11-29,,18.99,,,3,728
2007-12-03,,19.5748,,,,
2007-12-04,,19.887,,,2,1146
2007-12-05,,20.18,,,1,1064
2007-12-06,,19.96,,,2,29
2007-12-07,,20.24,,,1,29
2007-12-10,,20.762,,,1,1909
2007-12-11,,21.03,,,2,50
2007-12-12,,20.5,,,1,16
2007-12-13,,20.5,,,,
2007-12-18,,18.915,,,,
2007-12-21,,17.003,,,4,12220
2007-12-27,,16.478,,,2,5005
2007-12-31,,15.2129,,,,
2008-01-01,,15.2129,,,,
2008-01-02,,16.194,,,3,3789
2008-01-03,,14.807,,,1,182
2008-01-04,,13.887,,,1,681
2008-01-07,,11.386,,,1,676
2008-01-14,,9.83,,,1,3581
2008-01-16,,10.917,,,1,1355
2008-01-18,,11.746,,,,
2008-01-23,,9.942,,,,
2008-01-25,,10.288,,,,
2008-01-28,,10.601,,,,
2008-01-29,,10.743,,,1,2653
2008-01-31,,11.114,,,2,3056
2008-02-01,,12.296,,,1,941
2008-02-05,,12.846,,,1,658
2008-02-06,,12.362,,,3,1897
2008-02-07,,12.052,,,1,694
2008-02-08,,12.012,,,1,1045
2008-02-12,,12.41,,,1,15
2008-02-13,,12.444,,,,
2008-02-14,,12.3581,,,2,4687
2008-02-15,,12.52,,,1,371
2008-02-18,,13.2429,,,1,5
2008-02-19,,13.366,,,,
2008-02-22,,12.441,,,1,679
2008-02-25,,12.74,,,1,1936
2008-02-26,,13.137,,,1,2175
2008-02-27,,13.018,,,,
2008-03-03,,12.45,,,2,5000
2008-03-05,,12.039,,,1,3481
2008-03-11,,11.22,,,1,1341
2008-03-13,,10.8393,,,1,13200
2008-03-17,,10.525,,,2,2221
2008-03-18,,11.102,,,1,1926
2008-03-20,,10.9367,,,,
2008-03-25,,11.13,,,1,740
2008-03-26,,11.1941,,,,
2008-03-27,,11.381,,,,
2008-03-31,,11.44,,,1,9
2008-04-02,,11.58,,,1,3861
