Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2007-11-02,,167.0,,,,
2007-11-05,,170.06,,,,
2007-11-06,,169.6267,,,,
2007-11-07,,171.8536,,,,
2007-11-09,,167.2238,,,,
2007-11-13,,156.36,,,,
2007-11-19,,148.18,,,,
2007-11-28,,155.8,,,,
2007-11-29,,156.5991,,,1,2600
2007-12-05,,155.2982,,,3,2879
2007-12-07,,158.0,,,3,578
2007-12-10,,156.57,,,,
2007-12-11,,157.25,,,1,183
2007-12-12,,154.0663,,,2,1450
2007-12-13,,152.0549,,,1,900
2007-12-14,,157.0,,,2,1800
2007-12-17,,154.13,,,4,126
2007-12-18,,153.79,,,1,1
2007-12-19,,151.1556,,,3,18459
2007-12-20,,162.7432,,,4,748
2007-12-21,,164.8,,,4,8594
2007-12-27,,167.5,,,4,209
2007-12-28,,167.8229,,,,
2008-01-03,,164.5,,,3,5051
2008-01-04,,168.015,,,1,3046
2008-01-07,,159.0,,,5,7172
2008-01-08,,156.9906,,,5,15305
2008-01-09,,156.15,,,4,15741
2008-01-10,,154.05,,,4,15694
2008-01-11,,152.6,,,1,37
2008-01-14,,153.844,,,,
2008-01-15,,153.3,,,1,13
2008-01-16,,141.995,,,1,478
2008-01-17,,142.34,,,2,2100
2008-01-18,,140.65,,,1,190
2008-01-21,,131.32,,,8,356
2008-01-22,,134.175,,,15,1295
2008-01-23,,131.275,,,3,148
2008-01-24,,139.9567,,,7,458
2008-01-25,,144.0,,,1,50
2008-01-28,,144.3763,,,2,1204
2008-01-29,,150.72,,,3,131
2008-01-31,,152.11,,,3,338
2008-02-01,,157.39,,,5,1315
2008-02-04,,160.0,,,5,147
2008-02-05,,153.02,,,12,1859
2008-02-06,,156.1534,,,5,1509
2008-02-11,,152.75,,,3,362
2008-02-12,,159.36,,,1,300
2008-02-14,,150.9,,,2,140
2008-02-15,,152.56,,,1,578
2008-02-19,,156.68,,,1,52
2008-02-20,,158.06,,,3,13300
2008-02-21,,160.7812,,,3,4137
2008-02-22,,160.03,,,5,389
2008-02-25,,160.731,,,2,1698
2008-02-26,,163.8798,,,3,4169
2008-02-27,,165.1986,,,5,20150
2008-02-28,,164.5093,,,1,1
2008-02-29,,32.8783,,,1,1
