Date,CLOSE,SHROUT,COUNT,HIGH,LOW,OPEN,VOLUME
1997-04-07,37.375,,,,,,
1997-04-23,38.875,,,,,,
1997-04-25,39.125,,,,,,
1997-04-29,38.875,,,,,,
1997-05-20,39.125,,,,,,
1997-05-28,39.25,,,,,,
1997-05-29,39.875,,,,,,
1997-05-30,39.625,,,,,,
1997-06-04,40.625,,,,,,
1997-06-05,40.625,,,,,,
1997-06-10,40.625,,,,,,
1997-06-13,42.125,,,,,,
1997-06-17,41.875,,,,,,
1997-06-18,41.375,,,,,,
1997-06-25,41.375,,,,,,
1997-06-26,41.5,,,,,,
1997-06-30,41.375,,,,,,
1997-07-02,41.625,,,,,,
1997-07-03,41.375,,,,,,
1997-07-09,40.875,,,,,,
1997-07-21,40.5,,,,,,
1997-07-22,39.75,,,,,,
1997-07-25,40.5,,,,,,
1997-08-04,41.25,,,,,,
1997-08-08,41.5,,,,,,
1997-08-14,40.5,,,,,,
1997-08-19,40.25,,,,,,
1997-08-26,40.5,,,,,,
1997-08-28,40.25,,,,,,
1997-09-01,39.75,,,,,,
1997-09-03,40.0,,,,,,
1997-09-04,41.0,,,,,,
1997-09-08,41.25,,,,,,
1997-09-11,41.0,,,,,,
1997-09-16,40.5,,,,,,
1997-09-18,41.0,,,,,,
1997-09-24,40.5,,,,,,
1997-09-25,40.25,,,,,,
1997-09-29,40.5,,,,,,
1997-10-20,37.63,,,,,,
1997-10-22,37.25,,,,,,
1997-11-10,30.75,,,,,,
1997-11-28,30.25,,,,,,
1997-12-08,29.25,,,,,,
1997-12-30,29.75,,,,,,
1998-01-19,24.75,,,,,,
1998-01-26,23.75,,,,,,
1998-02-25,26.75,,,,,,
1998-03-04,28.25,,,,,,
1998-03-05,27.75,,,,,,
1998-03-12,28.25,,,,,,
1998-03-16,28.75,,,,,,
1998-03-23,30.75,,,,,,
1998-04-24,29.25,,,,,,
