datadate,xadq,obq,dmq,drcq,drltq,gdwliaq,scstkcq,niq,pstkqq,txfedq,txtq,pstkq,dcvtq,dcpstkq
2004-09-30,56891408.5937598,,,,,562034863.579726,,-21769164.4997672,,,6020553.28307301,,,
2004-12-31,243165808.113128,,,,,562405077.457055,,13333351.1666689,,,6020553.28307301,,,
2005-03-31,243165808.113128,,,,,562405077.457055,,13333351.1666689,,,6020553.28307301,,,
2005-06-30,243165808.113128,,,,,562405077.457055,,13333351.1666689,,,6020553.28307301,,,
2005-09-30,243165808.113128,,,,,562405077.457055,,13333351.1666689,,,6020553.28307301,,,
2006-01-27,261014252.335453,,7303079.97963509,,,548786285.274512,215762123.373471,2130523.61500847,,,3308950.14148877,,,
2006-04-20,261014252.335453,,7303079.97963509,,,548786285.274512,215762123.373471,2130523.61500847,,,3308950.14148877,,,
2006-07-25,261014252.335453,,7303079.97963509,,,548786285.274512,215762123.373471,2130523.61500847,,,3308950.14148877,,,
2006-11-13,261014252.335453,,7303079.97963509,,,548786285.274512,215762123.373471,2130523.61500847,,,3308950.14148877,,,
2007-02-06,261014252.335453,,6540066.98248901,,,542250912.12837,215762123.373471,25240697.3251871,,,20384825.5895277,,,
2007-05-10,261014252.335453,,6540066.98248901,,,542250912.12837,215762123.373471,25240697.3251871,,,20384825.5895277,,,
2007-07-31,261014252.335453,,6540066.98248901,,,542250912.12837,215762123.373471,25240697.3251871,,,20384825.5895277,,,
2007-11-06,261014252.335453,,6540066.98248901,,,542250912.12837,215762123.373471,25240697.3251871,,,20384825.5895277,,,
2008-02-22,261014252.335453,,6317879.85994602,,,554914934.714421,4589008.02392589,37501523.5246918,,,28690304.6903494,,,
2008-05-06,261014252.335453,,6317879.85994602,,,554914934.714421,4589008.02392589,37501523.5246918,,,28690304.6903494,,,
2008-07-31,261014252.335453,,6317879.85994602,,,554914934.714421,4589008.02392589,37501523.5246918,,,28690304.6903494,,,
2008-11-14,261014252.335453,,6317879.85994602,,,554914934.714421,4589008.02392589,37501523.5246918,,,28690304.6903494,,,
2009-02-12,261014252.335453,,9425967.94844914,,,771441362.840889,4589008.02392589,-22281906.3893432,,,47773018.9401882,,,
2009-05-06,261014252.335453,,9425967.94844914,,,771441362.840889,4589008.02392589,-22281906.3893432,,,47773018.9401882,,,
2009-08-04,261014252.335453,,9425967.94844914,,,771441362.840889,4589008.02392589,-22281906.3893432,,,47773018.9401882,,,
2009-11-11,261014252.335453,,9425967.94844914,,,771441362.840889,4589008.02392589,-22281906.3893432,,,47773018.9401882,,,
2010-03-29,261014252.335453,,6678528.0879574,,,459431509.133597,4589008.02392589,-311459041.859932,,,23228622.573441,,,
2010-04-30,261014252.335453,,6678528.0879574,,,459431509.133597,4589008.02392589,-311459041.859932,,,23228622.573441,,,
2010-08-02,261014252.335453,,6678528.0879574,,,459431509.133597,4589008.02392589,-311459041.859932,,,23228622.573441,,,
2010-11-05,261014252.335453,,6678528.0879574,,,459431509.133597,4589008.02392589,-311459041.859932,,,23228622.573441,,,
2011-04-05,84179081.3591064,,4704581.66008963,,,471669900.220721,223459910.801953,626877.359373955,,,20740979.2254699,,,
2011-04-27,84179081.3591064,,4704581.66008963,,,471669900.220721,223459910.801953,626877.359373955,,,20740979.2254699,,,
2011-08-02,84179081.3591064,,4704581.66008963,,,471669900.220721,223459910.801953,626877.359373955,,,20740979.2254699,,,
2011-11-07,84179081.3591064,,4704581.66008963,,,471669900.220721,223459910.801953,626877.359373955,,,20740979.2254699,,,
2012-03-08,88919474.5631068,,3557278.95145631,,,470437433.786408,223459910.801953,23216890.6407767,,,16763958.2912621,,,
2012-05-04,88919474.5631068,,3557278.95145631,,,470437433.786408,223459910.801953,23216890.6407767,,,16763958.2912621,,,
2012-08-02,88919474.5631068,,3557278.95145631,,,470437433.786408,223459910.801953,23216890.6407767,,,16763958.2912621,,,
2012-11-06,88919474.5631068,,3557278.95145631,,,470437433.786408,223459910.801953,23216890.6407767,,,16763958.2912621,,,
2013-03-06,92063803.4357188,,2557463.18872704,,,453073683.370277,35936011.320456,20999614.4052143,,,14156167.669411,,,
2013-04-22,92063803.4357188,,2557463.18872704,,,453073683.370277,35936011.320456,20999614.4052143,,,14156167.669411,,,
2013-08-01,92063803.4357188,,2557463.18872704,,,453073683.370277,35936011.320456,20999614.4052143,,,14156167.669411,,,
2013-11-13,92063803.4357188,,2557463.18872704,,,453073683.370277,35936011.320456,20999614.4052143,,,14156167.669411,,,
2014-03-25,100039311.914122,,1574905.80586634,,,445054101.149078,3073432.41608709,12885668.4306018,,,28300982.6126399,,,
2014-04-29,100039311.914122,,1574905.80586634,,,445054101.149078,3073432.41608709,12885668.4306018,,,28300982.6126399,,,
2014-07-31,100039311.914122,,1574905.80586634,,,445054101.149078,3073432.41608709,12885668.4306018,,,28300982.6126399,,,
2014-11-12,100039311.914122,,1574905.80586634,,,445054101.149078,3073432.41608709,12885668.4306018,,,28300982.6126399,,,
2015-03-05,100767779.689107,,2330.39375793867,,,452974170.688925,2951055.29546967,30318422.7907821,,,19737658.3318212,,,
2015-04-27,100767779.689107,,2330.39375793867,,,452974170.688925,2951055.29546967,30318422.7907821,,,19737658.3318212,,,
2015-08-05,100767779.689107,,2330.39375793867,,,452974170.688925,2951055.29546967,30318422.7907821,,,19737658.3318212,,,
2015-11-05,100767779.689107,,2330.39375793867,,,452974170.688925,2951055.29546967,30318422.7907821,,,19737658.3318212,,,
2016-03-14,106950479.816683,,2330.39375793867,,,430266022.480208,464966.844408727,-38866364.830964,,,19787986.7507955,,,
2016-05-27,106950479.816683,,2330.39375793867,,,430266022.480208,464966.844408727,-38866364.830964,,,19787986.7507955,,,
2016-08-05,106950479.816683,,2330.39375793867,,,430266022.480208,464966.844408727,-38866364.830964,,,19787986.7507955,,,
2016-11-09,106950479.816683,,2330.39375793867,,,430266022.480208,464966.844408727,-38866364.830964,,,19787986.7507955,,,
2017-03-15,110310786.711522,,2330.39375793867,,,382055859.20942,141469.974768713,-121101707.317073,,,16600564.0874685,,,
2017-05-09,110310786.711522,,2330.39375793867,,,382055859.20942,141469.974768713,-121101707.317073,,,16600564.0874685,,,
2017-08-04,110310786.711522,,2330.39375793867,,,382055859.20942,141469.974768713,-121101707.317073,,,16600564.0874685,,,
2017-11-08,110310786.711522,,2330.39375793867,,,382055859.20942,141469.974768713,-121101707.317073,,,16600564.0874685,,,
2018-03-13,95676565.108384,,2330.39375793867,,,195685600.316695,141469.974768713,-223341497.054978,,,26097805.5445592,,,
2018-05-09,95676565.108384,,2330.39375793867,,,195685600.316695,141469.974768713,-223341497.054978,,,26097805.5445592,,,
2018-08-02,95676565.108384,,2330.39375793867,,,195685600.316695,141469.974768713,-223341497.054978,,,26097805.5445592,,,
2018-10-31,95676565.108384,,2330.39375793867,,,195685600.316695,141469.974768713,-223341497.054978,,,26097805.5445592,,,
2019-03-13,85189142.5360125,,2330.39375793867,,,203420240.343151,115587957.152032,-29169844.1141389,,,12147658.684283,,,
2019-05-09,85189142.5360125,,2330.39375793867,,,203420240.343151,115587957.152032,-29169844.1141389,,,12147658.684283,,,
2019-08-02,85189142.5360125,,2330.39375793867,,,203420240.343151,115587957.152032,-29169844.1141389,,,12147658.684283,,,
2019-11-12,85189142.5360125,,2330.39375793867,,,203420240.343151,115587957.152032,-29169844.1141389,,,12147658.684283,,,
2020-03-11,85721915.7904177,,31558441.5846468,,,203420240.343151,14787074.8604354,-277530314.104432,,,19395670.9189965,,,
