datadate,xadq,obq,dmq,drcq,drltq,gdwliaq,scstkcq,niq,pstkqq,txfedq,txtq,pstkq,dcvtq,dcpstkq
2005-03-31,,,,,,,,,,,,,,
2005-06-30,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,,,,,
2005-12-31,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,,,,,,
2006-08-30,,,,,,,1610587.44,-597869.58,,,,,,
2006-11-29,,,,,,,1610587.44,-597869.58,,,,,,
2007-05-01,,,,,,,2796628.56,-8695687.16,,,,,,
2007-05-30,,,,,,,2796628.56,-8695687.16,,,,,,
2007-08-30,,,,,,,2796628.56,-8695687.16,,,,,,
2007-11-28,,,,,,,2796628.56,-8695687.16,,,,,,
2008-05-27,,,,,,,3730505.4,-2465338.05,,,,,,
2008-06-02,,,,,,,3730505.4,-2465338.05,,,,,,
2008-09-01,,,,,,,3730505.4,-2465338.05,,,,,,
2008-12-01,,,,,,,3730505.4,-2465338.05,,,,,,
2009-04-29,,,,,,,2359483.21,-2522206.19,,,,,,
2009-05-27,,,,,,,2359483.21,-2522206.19,,,,,,
2009-08-27,,,,,,,2359483.21,-2522206.19,,,,,,
2009-11-30,,,,,,,2359483.21,-2522206.19,,,,,,
2010-05-18,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2010-05-31,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2010-08-24,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2010-11-25,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2010-12-31,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2011-03-31,,,,,,,2359483.21,-1158842.88,,,-242663.68,,,
2011-06-30,,,,958399.65,,,7283837.34,-1219315.14,,,251299.44,,,
2011-09-30,,,,958399.65,,,7283837.34,-1219315.14,,,251299.44,,,
2012-02-29,,,,958399.65,,,1226911.26,-7061498.7,,,251299.44,,,
2012-05-29,,,,958399.65,,,1226911.26,-7061498.7,,,251299.44,,,
2012-08-22,,,,958399.65,,,1226911.26,-7061498.7,,,251299.44,,,
2012-11-01,,,,958399.65,,,1226911.26,-7061498.7,,,251299.44,,,
2013-03-01,,,,958399.65,,,551968.95,-2480475.85,,,251299.44,,,
2013-05-23,,,,958399.65,,,551968.95,-2480475.85,,,251299.44,,,
2013-08-29,,,,958399.65,,,551968.95,-2480475.85,,,251299.44,,,
2013-11-28,,,,958399.65,,,551968.95,-2480475.85,,,251299.44,,,
2014-03-20,,,,958399.65,,,1987796.91,-973060.11,,,251299.44,,,
2014-05-16,,,,958399.65,,,1987796.91,-973060.11,,,251299.44,,,
2014-08-29,,,,958399.65,,,1987796.91,-973060.11,,,251299.44,,,
2014-11-26,,,,958399.65,,,1987796.91,-973060.11,,,251299.44,,,
2015-03-31,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2015-05-28,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2015-09-01,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2015-09-30,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2015-12-30,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2016-03-30,,,,958399.65,,,171451.38,-3797615.96,,,251299.44,,,
2016-09-29,,,,958399.65,,,171451.38,-10590340.16,,,251299.44,,,
2016-09-30,,,,958399.65,,,171451.38,-10590340.16,,,251299.44,,,
2016-12-30,,,,958399.65,,,171451.38,-10590340.16,,,251299.44,,,
2017-03-30,,,,958399.65,,,171451.38,-10590340.16,,,251299.44,,,
2017-09-29,,,,958399.65,,,1748550.48,-1254870.72,,,251299.44,,,
2017-09-30,,,,958399.65,,,1748550.48,-1254870.72,,,251299.44,,,
2017-12-30,,,,958399.65,,,1748550.48,-1254870.72,,,251299.44,,,
2018-03-30,,,,958399.65,,,1748550.48,-1254870.72,,,251299.44,,,
2018-09-26,,,,958399.65,,,1153044.64,-1050173.52,,,251299.44,,,
2018-09-30,,,,958399.65,,,1153044.64,-1050173.52,,,251299.44,,,
2018-12-30,,,,958399.65,,,1153044.64,-1050173.52,,,251299.44,,,
2019-03-30,,,,958399.65,,,1153044.64,-1050173.52,,,251299.44,,,
2019-06-30,,,,958399.65,,,637294.44,-1201688.04,,,251299.44,,,
2019-09-30,,,,958399.65,,,637294.44,-1201688.04,,,251299.44,,,
2019-12-30,,,,958399.65,,,637294.44,-1201688.04,,,251299.44,,,
2020-03-30,,,,958399.65,,,637294.44,-1201688.04,,,251299.44,,,
2020-09-29,,,,958399.65,,,629002.8,-788893.2,,,251299.44,,,
2020-09-30,,,,958399.65,,,629002.8,-788893.2,,,251299.44,,,
2020-12-30,,,,958399.65,,,629002.8,-788893.2,,,251299.44,,,
2021-03-30,,,,958399.65,,,629002.8,-788893.2,,,251299.44,,,
2021-06-30,,,,958399.65,,,5233683.72,-896659.62,,,251299.44,,,
2021-09-30,,,,958399.65,,,5233683.72,-896659.62,,,251299.44,,,
2021-12-30,,,,958399.65,,,5233683.72,-896659.62,,,251299.44,,,
2022-03-30,,,,958399.65,,,5233683.72,-896659.62,,,251299.44,,,
2022-09-27,,,14043.85,958399.65,,,4097108.45,-1669000.7,,,251299.44,,,
2022-09-30,,,14043.85,958399.65,,,4097108.45,-1669000.7,,,251299.44,,,
2023-06-30,,,14043.85,958399.65,,,2026945.8,-1963293.75,,,251299.44,,,
