datadate,apq,rectq,xadq,obq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2017-09-30,,316000,,,,,15863000,20000,1119000,,,,,,,,3380000,,,,,3358000.0,1412000,1412000,1412000,,,,,,,,,2980000,,449000,,,,,56410000.0,301000,16254000,,56109000.0,,301000.0,,,,,,,,1
2017-12-30,,316000,,,,,15863000,20000,1119000,,,,,,,,3380000,,,,,3358000.0,1412000,1412000,1412000,,,,,,,,,2980000,,449000,,,,,56410000.0,301000,16254000,,56109000.0,,301000.0,,,,,,,,1
2018-03-30,253000,392000,,,,,17669000,-211000,1155000,,,,,,,,3380000,,,,,3416000.0,2069000,2069000,2069000,,,,,,,,,3662000,,438000,,,,,59309000.0,253000,18061000,,59056000.0,,253000.0,,,,,,,,1
2018-08-17,253000,392000,,,,,17669000,-211000,1155000,,,,,,,,3380000,,,,,3416000.0,2069000,2069000,2069000,,,,,,,,,3662000,,438000,,,,,59309000.0,253000,18061000,,59056000.0,,253000.0,,,,,,,,1
2018-11-21,253000,392000,,,,,17669000,-211000,1155000,,,,,,,,3380000,,,,,3416000.0,2069000,2069000,2069000,,,,,,,,,3662000,,438000,,,,,59309000.0,253000,18061000,,59056000.0,,253000.0,,,,,,,,2
2018-12-30,253000,392000,,,,,17669000,-211000,1155000,,,,,,,,3380000,,,,,3416000.0,2069000,2069000,2069000,,,,,,,,,3662000,,438000,,,,,59309000.0,253000,18061000,,59056000.0,,253000.0,,,,,,,,2
2019-03-30,253000,504000,,,,,25103000,222000,1223000,,,,,,,,3588000,,,,,3185000.0,4454000,4454000,4454000,,,,,,,,,6163000,,486000,,,,,64224000.0,170000,25655000,,64054000.0,,170000.0,,,,,,,,2
2019-08-14,253000,504000,,,,,25103000,222000,1223000,,,,,,,,3588000,,,,,3185000.0,4454000,4454000,4454000,,,,,,,,,6163000,,486000,,,,,64224000.0,170000,25655000,,64054000.0,,170000.0,,,,,,,,2
2019-09-30,253000,504000,,,,,25103000,222000,1223000,,,,,,,,3588000,,,,,3185000.0,4454000,4454000,4454000,,,,,,,,,6163000,,486000,,,,,64224000.0,170000,25655000,,64054000.0,,170000.0,,,,,,,,3
2019-12-30,253000,504000,,,,,25103000,222000,1223000,,,,,,,,3588000,,,,,3185000.0,4454000,4454000,4454000,,,,,,,,,6163000,,486000,,,,,64224000.0,170000,25655000,,64054000.0,,170000.0,,,,,,,,3
2020-03-30,253000,140000,,,,,23932000,-582000,1189000,,,,,,,,3948000,,,,,11649000.0,4536000,4536000,4536000,,,,,,,,,6267000,,542000,,,,,72499000.0,166000,24098000,,72333000.0,,166000.0,,,,,,,,3
2020-08-12,253000,140000,,,,,23932000,-582000,1189000,,,,,,,,3948000,,,,,11649000.0,4536000,4536000,4536000,,,,,,,,,6267000,,542000,,,,,72499000.0,166000,24098000,,72333000.0,,166000.0,,,,,,,,3
2020-09-30,253000,140000,,,,,23932000,-582000,1189000,,,,,,,,3948000,,,,,11649000.0,4536000,4536000,4536000,,,,,,,,,6267000,,542000,,,,,72499000.0,166000,24098000,,72333000.0,,166000.0,,,,,,,,4
2020-12-30,253000,140000,,,,,23932000,-582000,1189000,,,,,,,,3948000,,,,,11649000.0,4536000,4536000,4536000,,,,,,,,,6267000,,542000,,,,,72499000.0,166000,24098000,,72333000.0,,166000.0,,,,,,,,4
2021-03-30,253000,482000,,,,,20991000,938000,1204000,,,,,,,,4538000,,,,,-1508000.0,4251000,4251000,4251000,-1000,,-1000,,,,,,6036000,,581000,,,,,71060000.0,131000,21501000,,70929000.0,,131000.0,,,,,,,,4
2021-09-10,253000,482000,,,,,20991000,938000,1204000,,,,,,,,4538000,,,,,-1508000.0,4251000,4251000,4251000,-1000,,-1000,,,,,,6036000,,581000,,,,,71060000.0,131000,21501000,,70929000.0,,131000.0,,,,,,,,4
