datadate,apq,rectq,xadq,obq,fatbq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2014-03-31,1587875.11234945,,,,,865892.468092756,,,-1151831.66456948,,,,1626922.12834801,,,42,,,6992955.53658098,,2598119.86338307,,453631.197195758,18069697.9956858,18069697.9956858,25056127.260471,,6992955.53658098,69134.2351249326,563250.440409851,681940.095272335,91810.2642459105,,,,,,,6992955.53658098,-6968.73090059321,6986429.26478519,726792064.111091,,,61944274.6719396,60537697.1777818,,666254366.933309,,,,-6526.271795789711,30972137.3359698,,,1
2014-07-03,2462817.09608823,,,,,1634808.72854953,,,-49372537.9011918,,,,964018.400013188,,,47,,,9300955.46379177,,3048377.12609004,,529503.186456324,23687252.3614065,23687252.3614065,32956943.4399881,,9300955.46379177,129040.265070966,507996.475611163,723362.288380067,153235.314771772,,,,,,,9336003.43702092,-66810.1989680695,9269691.07858167,831248711.972702,,,159008472.680217,78707591.9258856,,752541120.046816,,,,-66312.35843924992,79504236.3401085,,,1
2014-10-31,2462817.09608823,,,,,1634808.72854953,,,-49372537.9011918,,,,964018.400013188,,,47,,,9300955.46379177,,3048377.12609004,,529503.186456324,23687252.3614065,23687252.3614065,32956943.4399881,,9300955.46379177,129040.265070966,507996.475611163,723362.288380067,153235.314771772,,,,,,,9336003.43702092,-66810.1989680695,9269691.07858167,831248711.972702,,,159008472.680217,78707591.9258856,,752541120.046816,,,,-66312.35843924992,79504236.3401085,,,1
2015-02-27,2462817.09608823,,,,,1147808.0620985,,,-76948086.5230193,,,,903567.981798715,,,59,,,11264435.0053533,,4025922.16809422,,479886.209850107,29716162.9014989,29716162.9014989,40852633.9801927,,11264435.0053533,113869.847430407,1869442.10653105,723362.288380067,96596.0064239829,,,,,,,11139049.2639186,-2578.1852248394,11136471.0786938,1154078380.44433,,,306090571.964668,109058867.861349,,1045019512.58298,,,,-2578.1852247994393,153045285.982334,,,1
2015-05-25,2462817.09608823,,,,,1147808.0620985,,,-76948086.5230193,,,,903567.981798715,,,59,,,11264435.0053533,,4025922.16809422,,479886.209850107,29716162.9014989,29716162.9014989,40852633.9801927,,11264435.0053533,113869.847430407,1869442.10653105,723362.288380067,96596.0064239829,,,,,,,11139049.2639186,-2578.1852248394,11136471.0786938,1154078380.44433,,,306090571.964668,109058867.861349,,1045019512.58298,,,,-2578.1852247994393,153045285.982334,,,2
2015-08-14,2462817.09608823,,,,,1147808.0620985,,,-76948086.5230193,,,,903567.981798715,,,59,,,11264435.0053533,,4025922.16809422,,479886.209850107,29716162.9014989,29716162.9014989,40852633.9801927,,11264435.0053533,113869.847430407,1869442.10653105,723362.288380067,96596.0064239829,,,,,,,11139049.2639186,-2578.1852248394,11136471.0786938,1154078380.44433,,,306090571.964668,109058867.861349,,1045019512.58298,,,,-2578.1852247994393,153045285.982334,,,2
2015-10-30,2462817.09608823,,,,,1147808.0620985,,,-76948086.5230193,,,,903567.981798715,,,59,,,11264435.0053533,,4025922.16809422,,479886.209850107,29716162.9014989,29716162.9014989,40852633.9801927,,11264435.0053533,113869.847430407,1869442.10653105,723362.288380067,96596.0064239829,,,,,,,11139049.2639186,-2578.1852248394,11136471.0786938,1154078380.44433,,,306090571.964668,109058867.861349,,1045019512.58298,,,,-2578.1852247994393,153045285.982334,,,2
2016-02-19,2052108.89386638,,,,,1800651.67537727,,,-6557537.57324826,,,,1063857.46283853,,,64,,,15772262.5670264,,4363043.71592117,,420169.967646327,41734683.0742777,41734683.0742777,56830482.7394285,,15772262.5670264,5269855.55329306,1329284.52679925,393765.424557117,40374.3885608272,,,,,,-228276.485893346,15623890.526935,-528090.861784203,15095799.6651508,1352326942.57336,,,315401192.597118,143634727.328673,,1208692215.24469,,,,-528090.8617841993,157700596.298559,,,2
2016-04-28,2052108.89386638,,,,,1800651.67537727,,,-6557537.57324826,,,,1063857.46283853,,,64,,,15772262.5670264,,4363043.71592117,,420169.967646327,41734683.0742777,41734683.0742777,56830482.7394285,,15772262.5670264,5269855.55329306,1329284.52679925,393765.424557117,40374.3885608272,,,,,,-228276.485893346,15623890.526935,-528090.861784203,15095799.6651508,1352326942.57336,,,315401192.597118,143634727.328673,,1208692215.24469,,,,-528090.8617841993,157700596.298559,,,3
2016-06-13,2052108.89386638,,,,,1800651.67537727,,,-6557537.57324826,,,,1063857.46283853,,,64,,,15772262.5670264,,4363043.71592117,,420169.967646327,41734683.0742777,41734683.0742777,56830482.7394285,,15772262.5670264,5269855.55329306,1329284.52679925,393765.424557117,40374.3885608272,,,,,,-228276.485893346,15623890.526935,-528090.861784203,15095799.6651508,1352326942.57336,,,315401192.597118,143634727.328673,,1208692215.24469,,,,-528090.8617841993,157700596.298559,,,3
