datadate,xadq,obq,dmq,drcq,drltq,gdwliaq,scstkcq,niq,pstkqq,txfedq,txtq,pstkq,dcvtq,dcpstkq
2020-10-22,,,21871800.0,3771000.0,,12067200.0,,362016000.0,,76174200.0,101817000.0,,,
2020-12-30,,,21871800.0,3771000.0,,12067200.0,,362016000.0,,76174200.0,101817000.0,,,
2021-03-30,,,19746990.0,3771000.0,,10239180.0,25597950.0,779640420.0,,198201270.0,229650180.0,,,
2021-08-26,,,19746990.0,3771000.0,,10239180.0,25597950.0,779640420.0,,198201270.0,229650180.0,,,
2021-12-13,,,19746990.0,3771000.0,,10239180.0,25597950.0,779640420.0,,198201270.0,229650180.0,,,
2021-12-30,,,19746990.0,3771000.0,,10239180.0,25597950.0,779640420.0,,198201270.0,229650180.0,,,
2022-03-30,,,21435350.0,99046100.0,,10348100.0,25597950.0,668191600.0,,192918150.0,189961550.0,,,
2022-09-22,,,21435350.0,99046100.0,,10348100.0,25597950.0,668191600.0,,192918150.0,189961550.0,,,
2022-09-30,,,21435350.0,99046100.0,,10348100.0,25597950.0,668191600.0,,192918150.0,189961550.0,,,
2023-01-25,,,87624900.0,4959900.0,,11573100.0,25597950.0,-238075200.0,,135570600.0,-36372600.0,,,
