datadate,apq,rectq,xadq,obq,fatbq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2007-09-30,5275573.19116929,9194358.691492591,,,,,26273.445850543,1869456.72398095,557805.46574999,,24252.4115543474,,,,,986,,164377.456090577,120588.379673005,,526816.273208324,,,185935.155249997,,,2021.03429619562,705340.96937227,254650.32132064764,831318.77383513,,7004904.87061401,,,,,,,,,,35381573.7453979,10194096.9900107,15069505.3905332,25480526.7283356,10413042.3720986,3897227.80116388,24969878.7294968,,,,,10830049.1152136,24252.4115543474,,1
2007-12-31,5275573.19116929,9194358.691492591,,,,,26273.445850543,1869456.72398095,557805.46574999,,24252.4115543474,,,,,986,,164377.456090577,120588.379673005,,526816.273208324,,,185935.155249997,,,2021.03429619562,705340.96937227,254650.32132064764,831318.77383513,,7004904.87061401,,,,,,,,,,35381573.7453979,10194096.9900107,15069505.3905332,25480526.7283356,10413042.3720986,3897227.80116388,24969878.7294968,,,,,10830049.1152136,24252.4115543474,,1
2008-05-14,5275573.19116929,9194358.691492591,,,,,26273.445850543,1869456.72398095,557805.46574999,,24252.4115543474,,,,,986,,164377.456090577,120588.379673005,,526816.273208324,,,185935.155249997,,,2021.03429619562,705340.96937227,254650.32132064764,831318.77383513,,7004904.87061401,,,,,,,,,,35381573.7453979,10194096.9900107,15069505.3905332,25480526.7283356,10413042.3720986,3897227.80116388,24969878.7294968,,,,,10830049.1152136,24252.4115543474,,1
2008-08-07,69096.0682763148,376353.052739077,,,,,26273.445850543,7345500.10941717,-685815.230870231,,24252.4115543474,,,,,986,,164377.456090577,290350.499671749,,526816.273208324,,,-4855836.45780144,218314.17317091,214638.850390255,2021.03429619562,290350.499671749,84532.423955066,831318.77383513,,7004904.87061401,,,,,71301.2619447079,220519.366839303,,,-3675.32278065504,7806385.58611131,370472.536290028,7721853.16215625,11025.9683419651,7289635.20315121,3897227.80116388,516750.382960099,,,,-3675.32278065504,10830049.1152136,24252.4115543474,,1
2008-11-11,69096.0682763148,376353.052739077,,,,,26273.445850543,7345500.10941717,-685815.230870231,,24252.4115543474,,,,,986,,164377.456090577,290350.499671749,,526816.273208324,,,-4855836.45780144,218314.17317091,214638.850390255,2021.03429619562,290350.499671749,84532.423955066,831318.77383513,,7004904.87061401,,,,,71301.2619447079,220519.366839303,,,-3675.32278065504,7806385.58611131,370472.536290028,7721853.16215625,11025.9683419651,7289635.20315121,3897227.80116388,516750.382960099,,,,-3675.32278065504,10830049.1152136,24252.4115543474,,2
2009-03-16,967148.46437707,924639.38454872,,,,8155426.21783313,26273.445850543,4045826.52059658,-931319.655861674,-88506.4272235501,24252.4115543474,,783.665590360772,,,1,,164377.456090577,18263.2310143834,,907.905257125285,-132343.915796536,,-813043.493101858,-813043.493101858,-982506.398568653,2021.03429619562,81979.0662696915,89672.3687116479,2561.24851483765,,8246799.71428971,,,585426.866691827,,1758526.47097469,-105355.237416307,,-169462.905466795,-169462.905466795,13307826.7796089,1225318.49191373,4970456.34824786,6997063.34940804,8665066.88779861,3897227.80116388,4642759.89181029,,,,-169462.905466795,3414880.15138173,24252.4115543474,,2
2009-05-13,967148.46437707,924639.38454872,,,,8155426.21783313,26273.445850543,4045826.52059658,-931319.655861674,-88506.4272235501,24252.4115543474,,783.665590360772,,,1,,164377.456090577,18263.2310143834,,907.905257125285,-132343.915796536,,-813043.493101858,-813043.493101858,-982506.398568653,2021.03429619562,81979.0662696915,89672.3687116479,2561.24851483765,,8246799.71428971,,,585426.866691827,,1758526.47097469,-105355.237416307,,-169462.905466795,-169462.905466795,13307826.7796089,1225318.49191373,4970456.34824786,6997063.34940804,8665066.88779861,3897227.80116388,4642759.89181029,,,,-169462.905466795,3414880.15138173,24252.4115543474,,2
2009-08-07,967148.46437707,924639.38454872,,,,8155426.21783313,26273.445850543,4045826.52059658,-931319.655861674,-88506.4272235501,24252.4115543474,,783.665590360772,,,1,,164377.456090577,18263.2310143834,,907.905257125285,-132343.915796536,,-813043.493101858,-813043.493101858,-982506.398568653,2021.03429619562,81979.0662696915,89672.3687116479,2561.24851483765,,8246799.71428971,,,585426.866691827,,1758526.47097469,-105355.237416307,,-169462.905466795,-169462.905466795,13307826.7796089,1225318.49191373,4970456.34824786,6997063.34940804,8665066.88779861,3897227.80116388,4642759.89181029,,,,-169462.905466795,3414880.15138173,24252.4115543474,,2
2009-11-12,967148.46437707,924639.38454872,,,,8155426.21783313,26273.445850543,4045826.52059658,-931319.655861674,-88506.4272235501,24252.4115543474,,783.665590360772,,,1,,164377.456090577,18263.2310143834,,907.905257125285,-132343.915796536,,-813043.493101858,-813043.493101858,-982506.398568653,2021.03429619562,81979.0662696915,89672.3687116479,2561.24851483765,,8246799.71428971,,,585426.866691827,,1758526.47097469,-105355.237416307,,-169462.905466795,-169462.905466795,13307826.7796089,1225318.49191373,4970456.34824786,6997063.34940804,8665066.88779861,3897227.80116388,4642759.89181029,,,,-169462.905466795,3414880.15138173,24252.4115543474,,3
2010-03-16,1939644.48720151,672354.78898242,,,,6298261.41900017,26273.445850543,1726677.78274065,751476.204546756,288011.523793163,24252.4115543474,,24814.0640210731,,,4,,164377.456090577,173193.304701369,151543.033842982,326384.701368608,16226.625436637501,,-1206131.89257287,-1206131.89257287,-1123474.47288553,2021.03429619562,332597.079539598,531.72994330871,53988.3135772777,,13311451.4711103,,,1167767.57716314,,1388781.12809941,-304690.119681613,,82657.4196873389,82657.4196873389,16037400.4741453,2669824.90751875,2399032.57172307,13328076.89400447,6829034.24841093,3897227.80116388,9208357.36356869,,,,82657.4196873389,6484544.14247266,24252.4115543474,,3
