datadate,xadq,obq,dmq,drcq,drltq,gdwliaq,scstkcq,niq,pstkqq,txfedq,txtq,pstkq,dcvtq,dcpstkq
2004-03-31,,,,,,98072275.0431073,,81935218.2925755,,,,,,
2004-09-06,,,,,,98072275.0431073,,81935218.2925755,,,,,,
2004-09-30,,,,,,98072275.0431073,,81935218.2925755,,,,,,
2005-03-29,,,,,,90156663.2184064,,105373475.683664,,,51309302.1679298,,,
2005-05-11,,,,,,90156663.2184064,,105373475.683664,,,51309302.1679298,,,
2005-09-12,,,,,,90156663.2184064,,105373475.683664,,,51309302.1679298,,,
2005-11-09,,,,,,90156663.2184064,,105373475.683664,,,51309302.1679298,,,
2006-03-23,,,,,,119014887.79171,,79359768.8819427,,,42161253.0813768,,,
2006-05-13,,,,,,119014887.79171,,79359768.8819427,,,42161253.0813768,,,
2006-09-11,,,,,,119014887.79171,,79359768.8819427,,,42161253.0813768,,,
2006-11-15,,,,,,119014887.79171,,79359768.8819427,,,42161253.0813768,,,
2007-03-21,,,,,,116739656.69495,,93505846.4258851,,,50220681.2261649,,,
2007-05-10,,,,,,116739656.69495,,93505846.4258851,,,50220681.2261649,,,
2007-09-13,,,,,,116739656.69495,,93505846.4258851,,,50220681.2261649,,,
2007-11-14,,,,,,116739656.69495,,93505846.4258851,,,50220681.2261649,,,
2008-04-21,,,,,,132385861.623751,,24362979.6484062,,,15983243.7085127,,,
2008-05-13,,,,,,132385861.623751,,24362979.6484062,,,15983243.7085127,,,
2008-09-01,,,,,,132385861.623751,,24362979.6484062,,,15983243.7085127,,,
2008-11-17,,,,,,132385861.623751,,24362979.6484062,,,15983243.7085127,,,
2009-03-05,,,,,,172120678.645812,,27375732.7266882,,,38763731.7202723,,,
2009-05-13,,,,,,172120678.645812,,27375732.7266882,,,38763731.7202723,,,
2009-08-26,,,,,,172120678.645812,,27375732.7266882,,,38763731.7202723,,,
2009-11-10,,,,,,172120678.645812,,27375732.7266882,,,38763731.7202723,,,
2010-03-24,,,,,,180438125.17895,,51681491.83989,,,39156593.0252534,,,
2010-05-14,,,,,,180438125.17895,,51681491.83989,,,39156593.0252534,,,
2010-08-25,,,,,,180438125.17895,,51681491.83989,,,39156593.0252534,,,
2010-11-12,,,,,,180438125.17895,,51681491.83989,,,39156593.0252534,,,
2011-03-31,,,,,,176936349.073641,,53209110.1464785,,,45443034.4057254,,,
2011-05-13,,,,,,176936349.073641,,53209110.1464785,,,45443034.4057254,,,
2011-08-05,,,,,,176936349.073641,,53209110.1464785,,,45443034.4057254,,,
2011-11-11,,,,,,176936349.073641,,53209110.1464785,,,45443034.4057254,,,
