datadate,apq,rectq,xadq,obq,fatbq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2002-12-31,,,,,,,,,,,,,,22930028.890668,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-03-31,,,,,,,,,,,,,,16195907.851836,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-06-30,,,,,,,,,,,,,,16195907.851836,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-09-30,,,,,,,,,,,,,,16195907.851836,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-12-31,,,,,,,,,,,,,,16195907.851836,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-03-31,,,,,,,,,,,,,,29461515.1404907,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-06-30,,,,,,,,,,,,,,29461515.1404907,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-09-30,,,,,,,,,,,,,,29461515.1404907,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-12-31,,,,,,,,,,,,,,29461515.1404907,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-03-31,,,,,,,,,,,,,,29461515.1404907,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-06-30,,,,,,,,,,,,,,26346058.2524272,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-09-30,,,,,,,,,,,,,,26346058.2524272,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-12-31,,,,,,,,,,,,,,26346058.2524272,42998080.3369418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-03-31,,,,,,,,,,,,,,37549699.8541124,55634297.945615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-06-30,,,,,,,,,,,,,,37549699.8541124,55634297.945615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-09-30,,,,,,,,,,,,,,37549699.8541124,55634297.945615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-12-31,,,,,,,,,,,,,,37549699.8541124,55634297.945615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-03-31,,,,,,,,,,,,,,52638532.4353066,70139312.3006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-06-30,,,,,,,,,,,,,,52638532.4353066,70139312.3006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-09-30,,,,,,,,,,,,,,52638532.4353066,70139312.3006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-12-31,,,,,,,,,,,,,,52638532.4353066,70139312.3006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2008-03-31,,,,,,,,,,,,,,72474222.1401533,96045563.6598652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
2009-11-23,194938726.981731,195473913.23856205,,,,169454304.259096,7414241.03660838,66720523.8115207,158470562.027369,346521633.021624,,,60297333.0397954,72474222.1401533,96045563.6598652,3815,79583152.0806251,51073015.6274025,14924051.047651,17304674.2008079,126793269.7613956,6736657.00786961,,103030999.958066,103030999.958066,96959503.0122587,15655153.7020729,19894593.4079758,22954711.969360188,19396679.0511735,862061775.778924,601867597.36375,,,673587334.227925,,162644059.140912,2293655.38642177,,-1799563.78859675,17855151.4935492,1141075396.63969,234830172.600327,312701684.348835,618419188.046016,541864616.765212,10601466.3339903,598582891.7124444,,,,17855151.4935492,299211167.917698,,,7
2010-03-04,132775625.493901,111631384.29823023,,,,125760335.108515,6503943.4232377,42930103.1896009,175529371.585638,221234218.862738,,,65813101.2998912,72474222.1401533,96045563.6598652,3518,80978039.2830556,44761026.6277272,12781015.403997,11614754.3950066,121188343.81263241,3991519.44110405,,90734397.5261982,90734397.5261982,85030707.6676401,10925277.9018496,21069799.0036076,17049920.63219376,21113223.6156445,887578687.052626,625938309.797858,,,521948771.001546,,147954742.942221,4510842.35240222,,-911030.636202256,12548826.6620856,1054018135.2574,162275116.532097,197016578.594743,520131140.812003,570821842.524194,9636719.00589819,482402242.68453264,,,,12548826.6620856,255850724.388708,,,8
