datadate,apq,rectq,xadq,obq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2002-12-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-03-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-06-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-09-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2003-12-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-03-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-06-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-09-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2004-12-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-03-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-06-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-09-30,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2005-12-31,,,,,,,,,,,,,1917000000.0,2094000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-03-31,,,,,,,,,,,,,3450000000.0,3652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-06-30,,,,,,,,,,,,,3450000000.0,3652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-09-30,,,,,,,,,,,,,3450000000.0,3652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2006-12-31,,,,,,,,,,,,,3450000000.0,3652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-03-31,,,,,,,,,,,,,4153000000.0,4334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2007-04-24,,,,,353000000.0,,,1879000000.0,,,,122000000.0,4153000000.0,4334000000.0,57138,2910000000.0,767000000.0,1262000000.0,,5638000000.0,,1239000000.0,2226000000.0,2226000000.0,3340000000.0,,1262000000.0,1199000000.0,11884000000.0,1638000000.0,16027000000.0,,,,,5461000000.0,222000000.0,1022000000.0,199000000.0,934000000.0,294851000000.0,,,24274000000.0,11376000000.0,,281777000000.0,200000000,,200000000,-88000000.0,12137000000.0,,,5
2007-08-09,,,,,353000000.0,,,1879000000.0,,,,122000000.0,4153000000.0,4334000000.0,57138,2910000000.0,767000000.0,1262000000.0,,5638000000.0,,1239000000.0,2226000000.0,2226000000.0,3340000000.0,,1262000000.0,1199000000.0,11884000000.0,1638000000.0,16027000000.0,,,,,5461000000.0,222000000.0,1022000000.0,199000000.0,934000000.0,294851000000.0,,,24274000000.0,11376000000.0,,281777000000.0,200000000,,200000000,-88000000.0,12137000000.0,,,5
2007-09-30,,,,,353000000.0,,,1879000000.0,,,,122000000.0,4153000000.0,4334000000.0,57138,2910000000.0,767000000.0,1262000000.0,,5638000000.0,,1239000000.0,2226000000.0,2226000000.0,3340000000.0,,1262000000.0,1199000000.0,11884000000.0,1638000000.0,16027000000.0,,,,,5461000000.0,222000000.0,1022000000.0,199000000.0,934000000.0,294851000000.0,,,24274000000.0,11376000000.0,,281777000000.0,200000000,,200000000,-88000000.0,12137000000.0,,,5
2007-12-30,,,,,353000000.0,,,1879000000.0,,,,122000000.0,4153000000.0,4334000000.0,57138,2910000000.0,767000000.0,1262000000.0,,5638000000.0,,1239000000.0,2226000000.0,2226000000.0,3340000000.0,,1262000000.0,1199000000.0,11884000000.0,1638000000.0,16027000000.0,,,,,5461000000.0,222000000.0,1022000000.0,199000000.0,934000000.0,294851000000.0,,,24274000000.0,11376000000.0,,281777000000.0,200000000,,200000000,-88000000.0,12137000000.0,,,6
2008-03-30,,,,,275000000.0,,,4143000000.0,,,,129000000.0,4153000000.0,4334000000.0,57011,3082000000.0,863000000.0,1225000000.0,,6279000000.0,,345000000.0,1320000000.0,1320000000.0,1847000000.0,,1225000000.0,1718000000.0,13914000000.0,1796000000.0,16333000000.0,,,,,4244000000.0,-117000000.0,885000000.0,-442000000.0,349000000.0,321326000000.0,,,25314000000.0,13242000000.0,,306289000000.0,200000000,,200000000,-536000000.0,12657000000.0,,,6
2008-03-31,,,,,275000000.0,,,4143000000.0,,,,129000000.0,3436000000.0,3565000000.0,57011,3082000000.0,863000000.0,1225000000.0,,6279000000.0,,345000000.0,1320000000.0,1320000000.0,1847000000.0,,1225000000.0,1718000000.0,13914000000.0,1796000000.0,16333000000.0,,,,,4244000000.0,-117000000.0,885000000.0,-442000000.0,349000000.0,321326000000.0,,,25314000000.0,13242000000.0,,306289000000.0,200000000,,200000000,-536000000.0,12657000000.0,,,6
