datadate,apq,rectq,xadq,obq,fatbq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2005-09-30,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,1
2005-12-30,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,1
2005-12-31,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,2
2006-03-30,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,2
2006-03-31,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,2
2006-06-30,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,2
2006-09-30,5920358.46089185,23275058.5164798,,,,293303335.859647,,48596835.2020825,86858309.0418537,15423887.1971474,11898669.5771249,,,,,,,,9811667.24514283,50714227.3411337,,-4773319.9289559,131821088.710224,126290143.823637,126290143.823637,152180139.227463,50542489.594208,21710336.8222677,78320186.7348184,,,,,,155369655.490326,,,,,,,2217780979.63583,377145279.864962,122414383.31277,1775029760.2261481,1064442570.02047,,1151248580.324581,,,,,744265457.095598,11898669.5771249,,2
2006-10-26,8818592.90306539,22203674.5876698,,,,207780743.011402,,66581442.7118484,101722355.628175,16922425.0583123,15896719.307593,,,,,,,,11321287.4175636,50714227.3411337,,-63768491.1258717,118668170.354847,161887461.963793,161887461.963793,199312995.133734,52597172.7583798,27218006.7251566,75395220.0949573,,,,,,178228584.970222,,,-1194248.94919428,11397647.8054441,25631636.8652245,37029284.6706686,2558773308.18504,233642148.97169,141382290.057898,2160147317.91757,1252963896.09159,,1302814846.6119637,,,,25631636.865224503,1010880828.56771,15896719.307593,,2
2006-12-31,8818592.90306539,22203674.5876698,,,,207780743.011402,,66581442.7118484,101722355.628175,16922425.0583123,15896719.307593,,,,,,,,11321287.4175636,50714227.3411337,,-63768491.1258717,118668170.354847,161887461.963793,161887461.963793,199312995.133734,52597172.7583798,27218006.7251566,75395220.0949573,,,,,,178228584.970222,,,-1194248.94919428,11397647.8054441,25631636.8652245,37029284.6706686,2558773308.18504,233642148.97169,141382290.057898,2160147317.91757,1252963896.09159,,1302814846.6119637,,,,25631636.865224503,1010880828.56771,15896719.307593,,3
