datadate,xadq,obq,dmq,drcq,drltq,gdwliaq,scstkcq,niq,pstkqq,txfedq,txtq,pstkq,dcvtq,dcpstkq
2004-05-11,,,,9597636.11191522,,75567813.4620468,14526875.9895787,11162697.9723862,,,30144360.4017469,,,
2004-09-07,,,,9597636.11191522,,75567813.4620468,14526875.9895787,11162697.9723862,,,30144360.4017469,,,
2004-09-30,,,,9597636.11191522,,75567813.4620468,14526875.9895787,11162697.9723862,,,30144360.4017469,,,
2005-03-16,,,,9597636.11191522,,76578073.3760864,55801339.6965712,35310128.8555663,,,36080475.1277845,,,
2005-05-10,,,,9597636.11191522,,76578073.3760864,55801339.6965712,35310128.8555663,,,36080475.1277845,,,
2005-09-13,,,,9597636.11191522,,76578073.3760864,55801339.6965712,35310128.8555663,,,36080475.1277845,,,
2005-11-14,,,,9597636.11191522,,76578073.3760864,55801339.6965712,35310128.8555663,,,36080475.1277845,,,
2006-03-21,,,,9597636.11191522,,70900964.1127648,59791559.5732841,38200831.8829254,,,40755121.2540996,,,
2006-05-12,,,,9597636.11191522,,70900964.1127648,59791559.5732841,38200831.8829254,,,40755121.2540996,,,
2006-09-12,,,,9597636.11191522,,70900964.1127648,59791559.5732841,38200831.8829254,,,40755121.2540996,,,
2006-11-14,,,,9597636.11191522,,70900964.1127648,59791559.5732841,38200831.8829254,,,40755121.2540996,,,
2007-03-20,,,,9597636.11191522,,69446780.4858738,58214545.5457173,46223749.0663887,,,47117046.2253071,,,
2007-05-11,,,,9597636.11191522,,69446780.4858738,58214545.5457173,46223749.0663887,,,47117046.2253071,,,
2007-09-11,,,,9597636.11191522,,69446780.4858738,58214545.5457173,46223749.0663887,,,47117046.2253071,,,
2007-11-14,,,,9597636.11191522,,69446780.4858738,58214545.5457173,46223749.0663887,,,47117046.2253071,,,
2008-03-18,,,,9597636.11191522,,74900873.0760814,478027182.143118,63048692.173025,,,70756579.1086148,,,
2008-05-06,,,,9597636.11191522,,74900873.0760814,478027182.143118,63048692.173025,,,70756579.1086148,,,
2008-08-28,,,,9597636.11191522,,74900873.0760814,478027182.143118,63048692.173025,,,70756579.1086148,,,
2008-11-11,,,,9597636.11191522,,74900873.0760814,478027182.143118,63048692.173025,,,70756579.1086148,,,
2009-03-17,,,,9597636.11191522,,635300491.69008,225831397.967599,95856637.0472876,,,76264997.2882683,,,
2009-05-12,,,,9597636.11191522,,635300491.69008,225831397.967599,95856637.0472876,,,76264997.2882683,,,
2009-08-27,,,,9597636.11191522,,635300491.69008,225831397.967599,95856637.0472876,,,76264997.2882683,,,
2009-11-10,,,,9597636.11191522,,635300491.69008,225831397.967599,95856637.0472876,,,76264997.2882683,,,
2010-03-16,,,,9597636.11191522,,610052877.741511,93572949.2068946,67485391.9715971,,,48604547.901277,,,
2010-05-12,,,,9597636.11191522,,610052877.741511,93572949.2068946,67485391.9715971,,,48604547.901277,,,
2010-08-25,,,,9597636.11191522,,610052877.741511,93572949.2068946,67485391.9715971,,,48604547.901277,,,
2010-11-09,,,,9597636.11191522,,610052877.741511,93572949.2068946,67485391.9715971,,,48604547.901277,,,
2011-03-15,,,,9597636.11191522,,610316134.251889,86463624.8411478,59454729.5833055,,,58829567.3466658,,,
2011-05-10,,,,9597636.11191522,,610316134.251889,86463624.8411478,59454729.5833055,,,58829567.3466658,,,
2011-08-25,,,,9597636.11191522,,610316134.251889,86463624.8411478,59454729.5833055,,,58829567.3466658,,,
2011-11-08,,,,9597636.11191522,,610316134.251889,86463624.8411478,59454729.5833055,,,58829567.3466658,,,
2012-03-13,,,,9597636.11191522,,507883440.23301,80981634.4854369,43956435.223301,,,-26559182.9514563,,,
2012-05-15,,,,9597636.11191522,,507883440.23301,80981634.4854369,43956435.223301,,,-26559182.9514563,,,
2012-08-09,,,,9597636.11191522,,507883440.23301,80981634.4854369,43956435.223301,,,-26559182.9514563,,,
2012-11-06,,,,9597636.11191522,,507883440.23301,80981634.4854369,43956435.223301,,,-26559182.9514563,,,
2013-03-19,,,,9597636.11191522,,248026839.508127,84814410.1620224,-261785991.463479,,,-65002595.3266835,,,
2013-06-14,,,,9597636.11191522,,248026839.508127,84814410.1620224,-261785991.463479,,,-65002595.3266835,,,
