datadate,apq,rectq,xadq,obq,capxq,dmq,cheq,oancfq,cogsq,drcq,drltq,dpq,ebitq,ebitdaq,empq,gdwliaq,dvtq,txpq,xintq,intanq,nopiq,scstkcq,niq,ibq,piq,acoq,lcoq,aoq,loq,ppegtq,ppentq,pstkqq,xrdq,revtq,fatlq,xsgaq,spiq,txfedq,txdiq,txtq,atq,lctq,actq,dlcq,ceqq,invtq,ltq,pstkq,dcvtq,dcpstkq,txfoq,dlttq,drq,dcq,count
2012-03-31,1256521.92,59865.03,,,3188939.34,16392075.15,8784066.66,15642796.71,,3588039.54,,2673327.63,,,12,,,140328.78,2283883.08,643.71,271001.91,,9700065.99,9700065.99,11266212.42,,4404907.53,3040886.04,7429700.82,30856882.56,30853664.01,,,17720048.88,,296750.31,-175732.83,,1425173.94,1566146.43,48082562.16,13815947.73,13866800.82,63688667.400000006,-935954.34,2306412.93,49018516.5,,,,1566146.43,27772867.95,3588039.54,,1
2012-06-30,1256521.92,59865.03,,,3188939.34,16392075.15,8784066.66,15642796.71,,3588039.54,,2673327.63,,,12,,,140328.78,2283883.08,643.71,271001.91,,9700065.99,9700065.99,11266212.42,,4404907.53,3040886.04,7429700.82,30856882.56,30853664.01,,,17720048.88,,296750.31,-175732.83,,1425173.94,1566146.43,48082562.16,13815947.73,13866800.82,63688667.400000006,-935954.34,2306412.93,49018516.5,,,,1566146.43,27772867.95,3588039.54,,1
2012-09-30,1256521.92,59865.03,,,3188939.34,16392075.15,8784066.66,15642796.71,,3588039.54,,2673327.63,,,12,,,140328.78,2283883.08,643.71,271001.91,,9700065.99,9700065.99,11266212.42,,4404907.53,3040886.04,7429700.82,30856882.56,30853664.01,,,17720048.88,,296750.31,-175732.83,,1425173.94,1566146.43,48082562.16,13815947.73,13866800.82,63688667.400000006,-935954.34,2306412.93,49018516.5,,,,1566146.43,27772867.95,3588039.54,,1
2012-12-31,1256521.92,59865.03,,,3188939.34,16392075.15,8784066.66,15642796.71,,3588039.54,,2673327.63,,,12,,,140328.78,2283883.08,643.71,271001.91,,9700065.99,9700065.99,11266212.42,,4404907.53,3040886.04,7429700.82,30856882.56,30853664.01,,,17720048.88,,296750.31,-175732.83,,1425173.94,1566146.43,48082562.16,13815947.73,13866800.82,63688667.400000006,-935954.34,2306412.93,49018516.5,,,,1566146.43,27772867.95,3588039.54,,1
2013-03-31,1256521.92,59865.03,,,3188939.34,16392075.15,8784066.66,15642796.71,,3588039.54,,2673327.63,,,12,,,140328.78,2283883.08,643.71,271001.91,,9700065.99,9700065.99,11266212.42,,4404907.53,3040886.04,7429700.82,30856882.56,30853664.01,,,17720048.88,,296750.31,-175732.83,,1425173.94,1566146.43,48082562.16,13815947.73,13866800.82,63688667.400000006,-935954.34,2306412.93,49018516.5,,,,1566146.43,27772867.95,3588039.54,,2
2013-06-10,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2013-06-30,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2013-08-14,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2013-09-30,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2013-11-15,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2013-12-31,757495.85,9230.25,,,5591685.45,8253689.55,4972643.35,10776009.2,,3588039.54,,4672967.9,,,13,,,982098.6,2258949.85,615.35,615.3499999999999,,12062706.05,12062706.05,14199816.6,,2628159.85,338442.5,7088832.0,39456857.35,39451934.55,,,37069914.7,,367979.3,492895.35,,1018404.25,2137110.55,56587586.0,13250331.55,15365904.85,52726264.75,13906910.0,1563604.35,42680676.0,,,,2137110.55,21438794.0,3588039.54,,2
2014-02-14,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,,,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,2
2014-03-31,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,,,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,3
2014-05-15,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,,,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,3
2014-06-30,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,21258011.999338,27006640.9367759,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,3
2014-08-14,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,21258011.999338,27006640.9367759,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,3
2014-09-30,3906736.68,334017.53,,,2992265.54,8253689.55,26548051.53,22115222.14,,2579122.7,,5612460.92,21258011.999338,27006640.9367759,14,,2100746.78,2568854.53,1918939.77,1208.02,181807.01,19752335.02,16780605.82,16780605.82,18509282.44,,7488515.98,528508.75,2696300.64,39456857.35,25874580.38,,,106425353.98,,1145806.97,4437661.47,,-480791.96,1728676.62,78285736.1,13990683.63,45770065.77,36203755.39,44794589.62,1206207.97,33491146.48,,,,1728676.62,16804162.21,2579122.7,,3
