datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2000-02-29,,811685578.148889,,65557606.7270375,1044668924.61484,83326587.6749382,757392695.989651,502711326.825826,967714153.710455,1,1,,,,6357101.2583794,3178550.6291897,,,,,,82198937.9771845,,,17652,,,,226280430.671528,6953079.50135246,265563490.415148,89404094.2020463,236699013.289427,6783851.11137246,287276228.625191,226280430.671528,14222542.5144067,288799284.135011,,350126181.112549,332747161.23721,220460445.607433,,,30865786.78113612,2051938375.0441,,,4252783.01775844,,123845750.441021,52828688.6981066,123845750.441021,,1081590.14465483,,747238992.59085
2000-05-31,,811685578.148889,,65557606.7270375,1044668924.61484,83326587.6749382,757392695.989651,502711326.825826,967714153.710455,1,2,,,,6357101.2583794,3178550.6291897,,,,,,82198937.9771845,,,17652,,,,226280430.671528,6953079.50135246,265563490.415148,89404094.2020463,236699013.289427,6783851.11137246,287276228.625191,226280430.671528,14222542.5144067,288799284.135011,,350126181.112549,332747161.23721,220460445.607433,,,30865786.78113612,2051938375.0441,,,4252783.01775844,,123845750.441021,52828688.6981066,123845750.441021,,1081590.14465483,,747238992.59085
2000-08-31,,811685578.148889,,65557606.7270375,1044668924.61484,83326587.6749382,757392695.989651,502711326.825826,967714153.710455,1,3,,,,6357101.2583794,3178550.6291897,,,,,,82198937.9771845,,,17652,,,,226280430.671528,6953079.50135246,265563490.415148,89404094.2020463,236699013.289427,6783851.11137246,287276228.625191,226280430.671528,14222542.5144067,288799284.135011,,350126181.112549,332747161.23721,220460445.607433,,,30865786.78113612,2051938375.0441,,,4252783.01775844,,123845750.441021,52828688.6981066,123845750.441021,,1081590.14465483,,747238992.59085
2001-01-25,,745812708.491509,,64827386.9130869,1099984767.63237,176903871.128871,833010553.246753,378553265.934066,1054900553.34665,1,4,,,,5871106.6933067,2935553.34665335,,,,,,78270259.5344655,,,20680,,,,178844559.140859,7307355.94405594,311680099.6004,55740483.1168831,212508840.35964,6732856.24375624,266974214.385614,178844559.140859,17823502.8971029,136002294.905095,,280467951.248751,481402724.475524,340096816.483516,,,38911845.55444558,2133614819.88012,,,5457747.15284715,,101623392.107892,25481163.5364635,101623392.107892,,1247084.71528472,,814822733.466534
2001-04-29,,745812708.491509,,64827386.9130869,1099984767.63237,176903871.128871,833010553.246753,378553265.934066,1054900553.34665,2,5,,,,5871106.6933067,2935553.34665335,,,,,,78270259.5344655,,,20680,,,,178844559.140859,7307355.94405594,311680099.6004,55740483.1168831,212508840.35964,6732856.24375624,266974214.385614,178844559.140859,17823502.8971029,136002294.905095,,280467951.248751,481402724.475524,340096816.483516,,,38911845.55444558,2133614819.88012,,,5457747.15284715,,101623392.107892,25481163.5364635,101623392.107892,,1247084.71528472,,814822733.466534
2001-07-30,,745812708.491509,,64827386.9130869,1099984767.63237,176903871.128871,833010553.246753,378553265.934066,1054900553.34665,2,6,,,,5871106.6933067,2935553.34665335,,,,,,78270259.5344655,,,20680,,,,178844559.140859,7307355.94405594,311680099.6004,55740483.1168831,212508840.35964,6732856.24375624,266974214.385614,178844559.140859,17823502.8971029,136002294.905095,,280467951.248751,481402724.475524,340096816.483516,,,38911845.55444558,2133614819.88012,,,5457747.15284715,,101623392.107892,25481163.5364635,101623392.107892,,1247084.71528472,,814822733.466534
2001-10-30,,745812708.491509,,64827386.9130869,1099984767.63237,176903871.128871,833010553.246753,378553265.934066,1054900553.34665,2,7,,,,5871106.6933067,2935553.34665335,,,,,,78270259.5344655,,,20680,,,,178844559.140859,7307355.94405594,311680099.6004,55740483.1168831,212508840.35964,6732856.24375624,266974214.385614,178844559.140859,17823502.8971029,136002294.905095,,280467951.248751,481402724.475524,340096816.483516,,,38911845.55444558,2133614819.88012,,,5457747.15284715,,101623392.107892,25481163.5364635,101623392.107892,,1247084.71528472,,814822733.466534
2002-01-30,,905328061.698831,20446870.4512373,65832327.0883223,1346215354.7448,134269981.218012,1017832019.53327,562678087.524064,1266367027.75039,2,8,,,,11344715.21810584,5672357.60905292,,59368477.7198667,,,,95519072.3388271,,,22944,,,,251720762.548716,5725123.72634643,285754908.203033,99226683.570456,266343572.803681,6510019.72108748,328383335.211532,251720762.548716,18144948.5843077,396557158.754754,,378201145.701272,601487566.793445,407644639.151054,,,37285857.63253042,2618439421.51477,,,-5276611.72935155,,126480383.152557,52363775.6491525,126480383.152557,,1246599.5210593,,990769597.126356
2002-03-25,,905328061.698831,20446870.4512373,65832327.0883223,1346215354.7448,134269981.218012,1017832019.53327,562678087.524064,1266367027.75039,3,9,,,,11344715.21810584,5672357.60905292,,59368477.7198667,,,,95519072.3388271,,,22944,,,,251720762.548716,5725123.72634643,285754908.203033,99226683.570456,266343572.803681,6510019.72108748,328383335.211532,251720762.548716,18144948.5843077,396557158.754754,,378201145.701272,601487566.793445,407644639.151054,,,37285857.63253042,2618439421.51477,,,-5276611.72935155,,126480383.152557,52363775.6491525,126480383.152557,,1246599.5210593,,990769597.126356
2002-06-19,,905328061.698831,20446870.4512373,65832327.0883223,1346215354.7448,134269981.218012,1017832019.53327,562678087.524064,1266367027.75039,3,10,,,,11344715.21810584,5672357.60905292,,59368477.7198667,,,,95519072.3388271,,,22944,,,,251720762.548716,5725123.72634643,285754908.203033,99226683.570456,266343572.803681,6510019.72108748,328383335.211532,251720762.548716,18144948.5843077,396557158.754754,,378201145.701272,601487566.793445,407644639.151054,,,37285857.63253042,2618439421.51477,,,-5276611.72935155,,126480383.152557,52363775.6491525,126480383.152557,,1246599.5210593,,990769597.126356
