datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2006-12-31,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,,,,2,8,,,,,,,,,,,,651847334.053791,324777393.872053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,,,,,,,3,9,,,,,,,,,,,,651847334.053791,324777393.872053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,3,10,,,,,,,,,,,,726354783.272866,394332314.938578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,,,,,3,12,,,,,,,,,,,,726354783.272866,394332314.938578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,,4,13,,,,,,,,,,,,726354783.272866,394332314.938578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,,4,14,,,,,,,,,,,,565149162.018718,257602873.850392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,,,,4,16,,,,,,,,,,,,565149162.018718,257602873.850392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,5,17,,,,,,,,,,,,565149162.018718,257602873.850392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,,,,,,,6,21,,,,,,,,,,,,743656045.729289,429162049.065996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,,,,6,23,,,,,,,,,,,,818931600.967772,528397775.728168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,,,,6,24,,,,,,,,,,,,818931600.967772,528397775.728168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,,,,,,,7,25,,,,,,,,,,,,818931600.967772,528397775.728168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,,,,7,27,,,,,,,,,,,,798037677.871998,491100109.459691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,9,35,,,,,,,,,,,,826226168.203105,562802372.12414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,10,37,,,,,,,,,,,,826226168.203105,562802372.12414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,11,41,,,,,,,,,,,,1045896612.14953,755413628.548757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,,,,,12,45,,,,,,,,,,,,1168144910.97782,826803865.56222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,,,,,,13,49,,,,,,,,,,,,1288624468.83198,908462402.542216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,,,,,,14,53,,,,,,,,,,,,1512449841.38896,1130050391.69538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,,,,,,,,14,54,,,,,,,,,,,,1415297362.69054,1043973868.86039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,15,57,,,,,,,,,,,,1415297362.69054,1043973868.86039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,15,59,,,,,,,,,,,,1175623543.44994,803733760.303912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,,,,16,61,,,,,,,,,,,,1175623543.44994,803733760.303912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,,,,,,,,,,17,65,,,,,,,,,,,,1246011827.44543,882073575.783057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,17,66,,,,,,,,,,,,1629863790.47296,1272669615.61282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,,,,,,,,,,17,67,,,,,,,,,,,,1629863790.47296,1272669615.61282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
