datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2002-03-31,,23970862.3357045,,19469357.0075847,34105233.6929382,2687926.56522354,2612964.46977905,4567018.41993687,45696011.4759504,1,1,,,,14257916.54025534,7128958.27012767,,2018307.17482452,,,,,,,390,508986.328732275,,1533258.32194846,-8364258.0110237,7962990.323644408,4221814.82074716,112128.17637914,19581485.1839638,4709383.40792387,31419826.86201531,-8364258.0110237,-716234.474961134,2482568.21972017,,-8697492.8722853,12731587.4876337,6611782.80491826,,,15182029.09502045,65703961.6903001,4282918.37753804,-4085119.23493664,,,,,,,,,20743712.6301409
2002-06-30,,16297359.6506068,,10241342.8576517,23365570.1502106,1537579.18777658,907484.012857385,1481856.48523271,34224761.4349696,1,1,,,,8607626.69955213,3699130.17656644,806448.3434097,2971061.01915252,,,,,,,347,230851.196253194,,1257128.66288543,-1659434.32850439,6392802.3577807555,2948404.53570061,4367802.60709293,15842392.9693969,2847368.86625293,22388892.012216307,-1659434.32850439,-483746.53856770153,22656.483451905,,-1652698.61720788,10213175.3376844,4523948.6416939,,,11867098.62967349,55457560.4537481,4282918.37753804,-759910.701724706,,,,,,,256569.366658059,,19395174.5096119
2002-09-30,,16297359.6506068,,10241342.8576517,23365570.1502106,1537579.18777658,907484.012857385,1481856.48523271,34224761.4349696,1,3,,,,8607626.69955213,3699130.17656644,806448.3434097,2971061.01915252,,,,,,,347,230851.196253194,,1257128.66288543,-1659434.32850439,6392802.3577807555,2948404.53570061,4367802.60709293,15842392.9693969,2847368.86625293,22388892.012216307,-1659434.32850439,-483746.53856770153,22656.483451905,,-1652698.61720788,10213175.3376844,4523948.6416939,,,11867098.62967349,55457560.4537481,4282918.37753804,-759910.701724706,,,,,,,256569.366658059,,19395174.5096119
2002-12-31,,16297359.6506068,,10241342.8576517,23365570.1502106,1537579.18777658,907484.012857385,1481856.48523271,34224761.4349696,1,4,,,,8607626.69955213,3699130.17656644,806448.3434097,2971061.01915252,,,,,,,347,230851.196253194,,1257128.66288543,-1659434.32850439,6392802.3577807555,2948404.53570061,4367802.60709293,15842392.9693969,2847368.86625293,22388892.012216307,-1659434.32850439,-483746.53856770153,22656.483451905,,-1652698.61720788,10213175.3376844,4523948.6416939,,,11867098.62967349,55457560.4537481,4282918.37753804,-759910.701724706,,,,,,,256569.366658059,,19395174.5096119
2003-03-31,,16297359.6506068,,10241342.8576517,23365570.1502106,1537579.18777658,907484.012857385,1481856.48523271,34224761.4349696,2,5,,,,8607626.69955213,3699130.17656644,806448.3434097,2971061.01915252,,,,,,,347,230851.196253194,,1257128.66288543,-1659434.32850439,6392802.3577807555,2948404.53570061,4367802.60709293,15842392.9693969,2847368.86625293,22388892.012216307,-1659434.32850439,-483746.53856770153,22656.483451905,,-1652698.61720788,10213175.3376844,4523948.6416939,,,11867098.62967349,55457560.4537481,4282918.37753804,-759910.701724706,,,,,,,256569.366658059,,19395174.5096119
2003-06-30,,12706611.6569053,,3228285.94369923,18537071.9818628,902356.414131872,704294.067636501,1653559.9848857,24587746.3631211,2,5,,,,6681346.589835631,2464051.95541281,379836.671075005,2251656.14963159,,,,,,,285,97076.6106177971,,1185767.99546571,-1288708.29397317,6078038.258076708,3258907.42490081,4079823.729454,9080246.45758549,6214206.12129227,17758504.534290537,-1288708.29397317,-145940.676365011,246274.891365955,,-1257435.29189496,9751312.96051389,3049117.70262611,,,7794144.24711884,42509131.116569,1011811.92140563,195456.262988853,,,,,,,189592.575099188,,17400819.573021
2003-11-14,,12706611.6569053,,3228285.94369923,18537071.9818628,902356.414131872,704294.067636501,1653559.9848857,24587746.3631211,2,7,,,,6681346.589835631,2464051.95541281,379836.671075005,2251656.14963159,,,,,,,285,97076.6106177971,,1185767.99546571,-1288708.29397317,6078038.258076708,3258907.42490081,4079823.729454,9080246.45758549,6214206.12129227,17758504.534290537,-1288708.29397317,-145940.676365011,246274.891365955,,-1257435.29189496,9751312.96051389,3049117.70262611,,,7794144.24711884,42509131.116569,1011811.92140563,195456.262988853,,,,,,,189592.575099188,,17400819.573021
2003-12-31,,12706611.6569053,,3228285.94369923,18537071.9818628,902356.414131872,704294.067636501,1653559.9848857,24587746.3631211,2,8,,,,6681346.589835631,2464051.95541281,379836.671075005,2251656.14963159,,,,,,,285,97076.6106177971,,1185767.99546571,-1288708.29397317,6078038.258076708,3258907.42490081,4079823.729454,9080246.45758549,6214206.12129227,17758504.534290537,-1288708.29397317,-145940.676365011,246274.891365955,,-1257435.29189496,9751312.96051389,3049117.70262611,,,7794144.24711884,42509131.116569,1011811.92140563,195456.262988853,,,,,,,189592.575099188,,17400819.573021
2004-03-31,,12706611.6569053,,3228285.94369923,18537071.9818628,902356.414131872,704294.067636501,1653559.9848857,24587746.3631211,3,9,,,,6681346.589835631,2464051.95541281,379836.671075005,2251656.14963159,,,,,,,285,97076.6106177971,,1185767.99546571,-1288708.29397317,6078038.258076708,3258907.42490081,4079823.729454,9080246.45758549,6214206.12129227,17758504.534290537,-1288708.29397317,-145940.676365011,246274.891365955,,-1257435.29189496,9751312.96051389,3049117.70262611,,,7794144.24711884,42509131.116569,1011811.92140563,195456.262988853,,,,,,,189592.575099188,,17400819.573021
2004-10-22,2114.94846009591,11300874.6051125,10574.74230047955,8877848.65266258,17376416.548148,2138212.89315696,1069458.9379885,1202700.69097454,25401235.9885719,3,11,,,,4684610.83911243,1823790.5554227,293272.853133299,1787131.44878104,,,,,,,298,105042.440184763,,1419130.41672435,-4126264.44564711,7274717.719909871,3068790.21559916,3106154.30506085,13043592.1362315,1389521.13828301,16256903.8299372,-4126264.44564711,49348.7974022375,-1719453.09805797,,-4181253.10560961,10110863.6048985,2853065.47266938,,,7027268.75007866,41602446.1757265,4432931.97236102,-145931.443746617,,,,,,,167785.911167609,,17380646.4450682
2004-11-10,2114.94846009591,11300874.6051125,10574.74230047955,8877848.65266258,17376416.548148,2138212.89315696,1069458.9379885,1202700.69097454,25401235.9885719,3,11,,,,4684610.83911243,1823790.5554227,293272.853133299,1787131.44878104,,,,,,,298,105042.440184763,,1419130.41672435,-4126264.44564711,7274717.719909871,3068790.21559916,3106154.30506085,13043592.1362315,1389521.13828301,16256903.8299372,-4126264.44564711,49348.7974022375,-1719453.09805797,,-4181253.10560961,10110863.6048985,2853065.47266938,,,7027268.75007866,41602446.1757265,4432931.97236102,-145931.443746617,,,,,,,167785.911167609,,17380646.4450682
2004-12-31,2114.94846009591,11300874.6051125,10574.74230047955,8877848.65266258,17376416.548148,2138212.89315696,1069458.9379885,1202700.69097454,25401235.9885719,3,12,,,,4684610.83911243,1823790.5554227,293272.853133299,1787131.44878104,,,,,,,298,105042.440184763,,1419130.41672435,-4126264.44564711,7274717.719909871,3068790.21559916,3106154.30506085,13043592.1362315,1389521.13828301,16256903.8299372,-4126264.44564711,49348.7974022375,-1719453.09805797,,-4181253.10560961,10110863.6048985,2853065.47266938,,,7027268.75007866,41602446.1757265,4432931.97236102,-145931.443746617,,,,,,,167785.911167609,,17380646.4450682
2005-03-31,2114.94846009591,11300874.6051125,10574.74230047955,8877848.65266258,17376416.548148,2138212.89315696,1069458.9379885,1202700.69097454,25401235.9885719,4,13,,,,4684610.83911243,1823790.5554227,293272.853133299,1787131.44878104,,,,,,,298,105042.440184763,,1419130.41672435,-4126264.44564711,7274717.719909871,3068790.21559916,3106154.30506085,13043592.1362315,1389521.13828301,16256903.8299372,-4126264.44564711,49348.7974022375,-1719453.09805797,,-4181253.10560961,10110863.6048985,2853065.47266938,,,7027268.75007866,41602446.1757265,4432931.97236102,-145931.443746617,,,,,,,167785.911167609,,17380646.4450682
2005-05-17,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,4,13,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2005-06-30,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,4,14,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2005-09-30,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,4,15,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2005-11-02,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,4,15,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2005-12-31,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,4,16,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-03-31,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,5,17,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-06-15,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,5,17,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-06-28,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,5,17,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-06-30,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,5,18,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-09-30,2114.94846009591,18123632.8484076,10574.74230047955,9767142.64408802,24728115.3382052,1720911.16775357,4621370.8936101,4184605.75945334,30921982.0627195,5,19,,,,3980357.98636062,1823790.5554227,293272.853133299,1416306.35736269,,,,,,,292,82688.5448160853,,1796532.31557683,-1077071.30170696,9133903.873530665,2703279.34975663,5465924.83425302,19213425.4647017,110958.132787396,19324383.597489048,-1077071.30170696,-320859.8234743821,-729355.369659829,,-1158346.36712448,12523427.4712909,4403695.066231,,,10056905.920793958,51350999.8101875,3480693.01896769,-9187.61609067614,,,,3321676.58662907,,,167785.911167609,,20103210.7460987
2006-10-27,2114.94846009591,17859387.6555488,10574.74230047955,8964434.36460294,24037011.8282243,2299754.74490581,4072554.02029387,3328212.22131448,31257540.0371778,5,19,,,,5306015.06056193,1501066.36356102,953472.951372855,1943406.2681301,,,,,,,312,12382.7656022449,,1748721.67560592,-2107133.94664867,9134353.42592266,2956729.25324714,6037286.16251672,17305602.8605596,124515.587444796,18931184.81156535,-2107133.94664867,-343965.711173469,1901442.45136694,,-1483180.14658,12093834.4048592,3840033.19954061,,,10517095.58483998,53450895.6535123,3480693.01896769,-29581.0511609183,,,354284.682508673,4106950.59141122,354284.682508673,,167785.911167609,,20972965.2730911
2006-11-16,2114.94846009591,17859387.6555488,10574.74230047955,8964434.36460294,24037011.8282243,2299754.74490581,4072554.02029387,3328212.22131448,31257540.0371778,5,19,,,,5306015.06056193,1501066.36356102,953472.951372855,1943406.2681301,,,,,,,312,12382.7656022449,,1748721.67560592,-2107133.94664867,9134353.42592266,2956729.25324714,6037286.16251672,17305602.8605596,124515.587444796,18931184.81156535,-2107133.94664867,-343965.711173469,1901442.45136694,,-1483180.14658,12093834.4048592,3840033.19954061,,,10517095.58483998,53450895.6535123,3480693.01896769,-29581.0511609183,,,354284.682508673,4106950.59141122,354284.682508673,,167785.911167609,,20972965.2730911
