datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2002-06-30,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,,,,2,5,,,,,,,,,,,,3268980.70552618,1015949.9703837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,,,,2,6,,,,,,,,,,,,3268980.70552618,1015949.9703837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-14,741430.757604383,26675870.7727187,4449236.066502927,,37152326.4689212,-2292701.96485925,13019341.6776875,1106933.96939354,22634486.7749858,2,6,,,,13969259.11581335,3707805.30889855,390912.525977706,1864001.22803703,,,,107500.944643869,3268980.70552618,1015949.9703837,689.0,3757972.41639902,,822870.867183072,64500.5667863216,5121605.611184584,10396970.1492537,4841451.63423389,17650352.0687701,824825.42981296,22182982.8074816,64500.5667863216,-385048.8380880411,3408105.70564897,,105546.382013981,33980071.3206121,8407225.3920272,,,14430535.896466993,42353417.6270546,,180471.282826374,,,,,,,-710157.755526167,,16678934.4417155
2003-12-31,741430.757604383,26675870.7727187,4449236.066502927,,37152326.4689212,-2292701.96485925,13019341.6776875,1106933.96939354,22634486.7749858,2,7,,,,13969259.11581335,3707805.30889855,390912.525977706,1864001.22803703,,,,107500.944643869,3268980.70552618,1015949.9703837,689.0,3757972.41639902,,822870.867183072,64500.5667863216,5121605.611184584,10396970.1492537,4841451.63423389,17650352.0687701,824825.42981296,22182982.8074816,64500.5667863216,-385048.8380880411,3408105.70564897,,105546.382013981,33980071.3206121,8407225.3920272,,,14430535.896466993,42353417.6270546,,180471.282826374,,,,,,,-710157.755526167,,16678934.4417155
2004-03-31,741430.757604383,26675870.7727187,4449236.066502927,,37152326.4689212,-2292701.96485925,13019341.6776875,1106933.96939354,22634486.7749858,2,8,,,,13969259.11581335,3707805.30889855,390912.525977706,1864001.22803703,,,,107500.944643869,3268980.70552618,1015949.9703837,689.0,3757972.41639902,,822870.867183072,64500.5667863216,5121605.611184584,10396970.1492537,4841451.63423389,17650352.0687701,824825.42981296,22182982.8074816,64500.5667863216,-385048.8380880411,3408105.70564897,,105546.382013981,33980071.3206121,8407225.3920272,,,14430535.896466993,42353417.6270546,,180471.282826374,,,,,,,-710157.755526167,,16678934.4417155
2004-10-29,604170.276767397,28101320.1892943,3625021.6606043815,,38982025.0336677,-2042335.22963261,12200432.6834732,1583391.4137918,23872128.2519225,3,10,,,,16974576.34072976,4736074.58497476,718377.493612576,2020480.76221162,,,,116322.165305275,3268980.70552618,1015949.9703837,641.0,4677561.01091211,,841749.487118171,-1213275.43327502,5188673.5554352915,10078434.395177,4999033.17684669,19076130.127245,1197060.82841428,25009265.54063413,-1213275.43327502,207969.9319094304,1927423.0299674,,-1673629.21475589,35858951.1409261,8863748.99626194,,,15835324.10355813,43484045.3223919,,-1774441.75802047,,,,,,,-692998.112091425,,17181136.3069991
