datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2005-06-15,,17285834.47,,1659723.68,17699722.85,-504068.09,16039999.17,7730434.1,10798629.32,1,1,,,,,,,90179.71,,,,,,,23,,,13670827.02,413888.38,,,1659723.68,,1659723.68,13670827.02,138657.82,12959814.74,,13670827.02,,,,,9555400.37,25187245.13,,,,,,,,,,,856446.61
2005-08-01,,17285834.47,,1659723.68,17699722.85,-504068.09,16039999.17,7730434.1,10798629.32,1,1,,,,,,,90179.71,,,,,,,23,,,13670827.02,413888.38,,,1659723.68,,1659723.68,13670827.02,138657.82,12959814.74,,13670827.02,,,,,9555400.37,25187245.13,,,,,,,,,,,856446.61
2005-09-30,,17285834.47,,1659723.68,17699722.85,-504068.09,16039999.17,7730434.1,10798629.32,1,2,,,,,,,90179.71,,,,,,,23,,,13670827.02,413888.38,,,1659723.68,,1659723.68,13670827.02,138657.82,12959814.74,,13670827.02,,,,,9555400.37,25187245.13,,,,,,,,,,,856446.61
2005-12-30,,17285834.47,,1659723.68,17699722.85,-504068.09,16039999.17,7730434.1,10798629.32,1,3,,,,,,,90179.71,,,,,,,23,,,13670827.02,413888.38,,,1659723.68,,1659723.68,13670827.02,138657.82,12959814.74,,13670827.02,,,,,9555400.37,25187245.13,,,,,,,,,,,856446.61
2006-03-30,,17285834.47,,1659723.68,17699722.85,-504068.09,16039999.17,7730434.1,10798629.32,1,4,,,,,,,90179.71,,,,,,,23,,,13670827.02,413888.38,,,1659723.68,,1659723.68,13670827.02,138657.82,12959814.74,,13670827.02,,,,,9555400.37,25187245.13,,,,,,,,,,,856446.61
2006-09-26,,16110522.56,,11384505.88,146693024.5,-3287992.18,135018008.62,9468882.94,10798629.32,2,6,,,,,,,1683795.96,,,,,,,40,,128516975.84,-302711.42,516064288.08000004,,3486.12,11675015.88,,11675015.88,23922917.48,138657.82,38960296.1,,-302711.42,76113.62,69141.38,,,6641639.62,25187245.13,121550546.04,,,,,3486.12,,,-31956.1,,270755.32
2006-09-30,,16110522.56,,11384505.88,146693024.5,-3287992.18,135018008.62,9468882.94,10798629.32,2,6,,,,,,,1683795.96,,,,,,,40,,128516975.84,-302711.42,516064288.08000004,,3486.12,11675015.88,,11675015.88,23922917.48,138657.82,38960296.1,,-302711.42,76113.62,69141.38,,,6641639.62,25187245.13,121550546.04,,,,,3486.12,,,-31956.1,,270755.32
2006-12-30,,16110522.56,,11384505.88,146693024.5,-3287992.18,135018008.62,9468882.94,10798629.32,2,7,,,,,,,1683795.96,,,,,,,40,,128516975.84,-302711.42,516064288.08000004,,3486.12,11675015.88,,11675015.88,23922917.48,138657.82,38960296.1,,-302711.42,76113.62,69141.38,,,6641639.62,25187245.13,121550546.04,,,,,3486.12,,,-31956.1,,270755.32
2007-03-30,,16110522.56,,11384505.88,146693024.5,-3287992.18,135018008.62,9468882.94,10798629.32,2,8,,,,,,,1683795.96,,,,,,,40,,128516975.84,-302711.42,516064288.08000004,,3486.12,11675015.88,,11675015.88,23922917.48,138657.82,38960296.1,,-302711.42,76113.62,69141.38,,,6641639.62,25187245.13,121550546.04,,,,,3486.12,,,-31956.1,,270755.32
2007-09-24,,96238125.2,,1738320.6,159855553.96,-525325.08,140008067.92,70306261.8,10798629.32,3,10,,,,2532179.2,,,1683694.96,,,,7656268.44,,,28,,128516975.84,5630014.56,385588195.48,,3573.64,19847486.04,,19847486.04,32019814.4,138657.82,15455993.0,,5630014.56,44925.76,25015.48,,,25931863.4,6169634.2,121550546.04,,,,,3573.64,,,-86788.4,,507967.4
