datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2004-12-31,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,11257290.0,,366630.0,13128790.0,220560.0,12604480.0,9969760.0,,12,46,,,,,,,52960.0,,,,,,,11.0,,,1469110.0,-2758730.0,4787870.0,,31490.0,524310.0,,524310.0,-2758730.0,,-3540650.0,,-3762800.0,101700.0,21850.0,,,922930.0,,13103010.0,,,-641650.0,-362420.0,,-1004070.0,,,2634850.0,1157930.0
2016-09-13,,5572480.0,,1108990.0,7840390.0,143070.0,5433710.0,3524390.0,,12,47,,,,,,,53120.0,,,,,,,13.0,,,441000.0,-7492840.0,3136760.0,,227920.0,1812740.0,593940.0,2406680.0,-7492840.0,-18260.0,-6356680.0,,-9002290.0,78960.0,13160.0,,,1851780.0,,13103010.0,-134530.0,,-1520730.0,11280.0,14060.0,-1509450.0,,9240.0,7091050.0,1675360.0
2016-09-30,,5572480.0,,1108990.0,7840390.0,143070.0,5433710.0,3524390.0,,12,48,,,,,,,53120.0,,,,,,,13.0,,,441000.0,-7492840.0,3136760.0,,227920.0,1812740.0,593940.0,2406680.0,-7492840.0,-18260.0,-6356680.0,,-9002290.0,78960.0,13160.0,,,1851780.0,,13103010.0,-134530.0,,-1520730.0,11280.0,14060.0,-1509450.0,,9240.0,7091050.0,1675360.0
2017-02-27,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,49,,,,,,,61620.0,,,,,,,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
2017-03-31,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,50,,,,,,,61620.0,,,,,-6896000.0,-7020000.0,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
2017-06-30,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,51,,,,,,,61620.0,,,,,-6896000.0,-7020000.0,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
2017-08-08,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,51,,,,,,,61620.0,,,,,-6896000.0,-7020000.0,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
2017-09-30,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,52,,,,,,,61620.0,,,,,-6896000.0,-7020000.0,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
2017-11-07,1526830.0,43811150.0,4580490.0,718990.0,46142670.0,127860.0,34468310.0,39785100.0,,13,52,,,,,,,61620.0,,,,,-6896000.0,-7020000.0,7.0,,,441000.0,-5018390.0,3199680.0,,8103170.0,10872160.0,802210.0,11674360.0,-5018390.0,1830.0,-5587970.0,,-5972580.0,17000.0,13840.0,,,1138410.0,,44750360.0,-2630.0,,-937770.0,-16410.0,126060.0,-954180.0,,9240.0,4470840.0,2345980.0
