datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2000-03-31,17738894.3154927,1504990951.71442,326505220.07955307,1057042005.33709,4306473147.17285,,577852186.093349,241320553.245053,1022420813.2521,1,1,,,,4038289327.8284,1956129101.65651,,,,17731423.9967776,17731423.9967776,17463115.0495947,,,12488,,,34440659.3827098,69236781.4309451,212551110.82020038,288252830.572479,309444257.187453,1521471097.32642,57388855.9488445,3534989054.931773,69236781.4309451,279514.425255526,,,121310505.614017,2178005037.8128,2064382735.20971,,,957678673.5813912,1646682976.88938,,-5867312.82412769,,,,,,,,,243358082.674588
2000-06-30,17738894.3154927,1504990951.71442,326505220.07955307,1057042005.33709,4306473147.17285,,577852186.093349,241320553.245053,1022420813.2521,1,1,,,,4038289327.8284,1956129101.65651,,,,17731423.9967776,17731423.9967776,17463115.0495947,,,12488,,,34440659.3827098,69236781.4309451,212551110.82020038,288252830.572479,309444257.187453,1521471097.32642,57388855.9488445,3534989054.931773,69236781.4309451,279514.425255526,,,121310505.614017,2178005037.8128,2064382735.20971,,,957678673.5813912,1646682976.88938,,-5867312.82412769,,,,,,,,,243358082.674588
2000-09-30,17738894.3154927,1504990951.71442,326505220.07955307,1057042005.33709,4306473147.17285,,577852186.093349,241320553.245053,1022420813.2521,1,3,,,,4038289327.8284,1956129101.65651,,,,17731423.9967776,17731423.9967776,17463115.0495947,,,12488,,,34440659.3827098,69236781.4309451,212551110.82020038,288252830.572479,309444257.187453,1521471097.32642,57388855.9488445,3534989054.931773,69236781.4309451,279514.425255526,,,121310505.614017,2178005037.8128,2064382735.20971,,,957678673.5813912,1646682976.88938,,-5867312.82412769,,,,,,,,,243358082.674588
2001-02-22,12883401.4792481,1890097424.20502,589400499.2697971,1264121721.69407,5556885331.07834,,661345212.889245,391171741.970132,1197157892.85344,1,4,,,,5745006174.23093,2782522430.33872,,,,27842434.0886607,27842434.0886607,24351972.1486786,,,24208,,,98372316.8982899,100294874.16969,414582593.3575167,464154586.121449,304183584.642201,1769897278.99373,91070756.8285674,4643490466.161023,100294874.16969,-14505480.4352947,,,148895509.36072,2609665507.64592,2463201541.88533,,,1021887694.634192,2266276747.08626,,-23973382.0700052,,,,,,,,,295608298.883497
2001-05-30,12883401.4792481,1890097424.20502,589400499.2697971,1264121721.69407,5556885331.07834,,661345212.889245,391171741.970132,1197157892.85344,2,5,,,,5745006174.23093,2782522430.33872,,,,27842434.0886607,27842434.0886607,24351972.1486786,,,24208,,,98372316.8982899,100294874.16969,414582593.3575167,464154586.121449,304183584.642201,1769897278.99373,91070756.8285674,4643490466.161023,100294874.16969,-14505480.4352947,,,148895509.36072,2609665507.64592,2463201541.88533,,,1021887694.634192,2266276747.08626,,-23973382.0700052,,,,,,,,,295608298.883497
2001-07-30,12883401.4792481,1890097424.20502,589400499.2697971,1264121721.69407,5556885331.07834,,661345212.889245,391171741.970132,1197157892.85344,2,6,,,,5745006174.23093,2782522430.33872,,,,27842434.0886607,27842434.0886607,24351972.1486786,,,24208,,,98372316.8982899,100294874.16969,414582593.3575167,464154586.121449,304183584.642201,1769897278.99373,91070756.8285674,4643490466.161023,100294874.16969,-14505480.4352947,,,148895509.36072,2609665507.64592,2463201541.88533,,,1021887694.634192,2266276747.08626,,-23973382.0700052,,,,,,,,,295608298.883497
2001-10-30,12883401.4792481,1890097424.20502,589400499.2697971,1264121721.69407,5556885331.07834,,661345212.889245,391171741.970132,1197157892.85344,2,7,,,,5745006174.23093,2782522430.33872,,,,27842434.0886607,27842434.0886607,24351972.1486786,,,24208,,,98372316.8982899,100294874.16969,414582593.3575167,464154586.121449,304183584.642201,1769897278.99373,91070756.8285674,4643490466.161023,100294874.16969,-14505480.4352947,,,148895509.36072,2609665507.64592,2463201541.88533,,,1021887694.634192,2266276747.08626,,-23973382.0700052,,,,,,,,,295608298.883497
2002-02-21,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,2,8,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,,,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2002-04-29,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,3,9,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,,,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2002-07-30,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,3,10,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,,,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2002-10-29,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,3,11,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,,,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2002-12-31,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,3,12,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,296264722.978474,241987216.478601,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2003-03-31,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,4,13,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,443307537.967133,330003923.001687,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2003-04-16,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,4,13,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,443307537.967133,330003923.001687,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2003-06-30,36664313.5990882,2579550249.3923,623405388.9269786,1519547688.63582,6724249565.2352,,733405677.77293,755729662.021744,1303673652.61911,4,13,,,,7122033731.56203,3454372185.83551,,,,23041031.3331968,23041031.3331968,24351972.1486786,443307537.967133,330003923.001687,23522,,,136217514.224149,133650595.882788,516823779.7327,625677772.983465,397947048.072728,2174721141.38671,101300811.537811,5730394138.760029,133650595.882788,-42532955.1505222,,,213495717.591644,3153901289.95895,3004756721.08202,,,1150327224.567934,2596315434.80932,,10753256.9161866,,,,,,,,,333050919.080394
2003-07-29,40730479.1233705,2783525217.26809,735441326.1855276,1705826944.17155,7340414684.30002,,973748117.230304,646912669.46911,1657900416.9658,4,14,,,,6532792011.71358,3138097863.31003,,87742922.5392027,,23017581.050444,23017581.050444,24351972.1486786,443307537.967133,330003923.001687,28454,,,231761612.318156,296975594.464387,791486455.0349517,790893571.037219,496801607.972794,2484720152.18213,239368118.552806,5862186134.04496,296975594.464387,3408757.2265256,190365930.379747,,445812932.646892,3392046367.56093,3178188548.93255,,,1291395817.5892692,3283811158.8891,,141886913.470622,,,,,,,,,432033917.627055
2003-09-30,40730479.1233705,2783525217.26809,735441326.1855276,1705826944.17155,7340414684.30002,,973748117.230304,646912669.46911,1657900416.9658,4,15,,,,6532792011.71358,3138097863.31003,,87742922.5392027,,23017581.050444,23017581.050444,24351972.1486786,443307537.967133,330003923.001687,28454,,,231761612.318156,296975594.464387,791486455.0349517,790893571.037219,496801607.972794,2484720152.18213,239368118.552806,5862186134.04496,296975594.464387,3408757.2265256,190365930.379747,,445812932.646892,3392046367.56093,3178188548.93255,,,1291395817.5892692,3283811158.8891,,141886913.470622,,,,,,,,,432033917.627055
2003-11-04,40730479.1233705,2783525217.26809,735441326.1855276,1705826944.17155,7340414684.30002,,973748117.230304,646912669.46911,1657900416.9658,4,15,,,,6532792011.71358,3138097863.31003,,87742922.5392027,,23017581.050444,23017581.050444,24351972.1486786,443307537.967133,330003923.001687,28454,,,231761612.318156,296975594.464387,791486455.0349517,790893571.037219,496801607.972794,2484720152.18213,239368118.552806,5862186134.04496,296975594.464387,3408757.2265256,190365930.379747,,445812932.646892,3392046367.56093,3178188548.93255,,,1291395817.5892692,3283811158.8891,,141886913.470622,,,,,,,,,432033917.627055
2003-12-31,40730479.1233705,2783525217.26809,735441326.1855276,1705826944.17155,7340414684.30002,,973748117.230304,646912669.46911,1657900416.9658,4,16,,,,6532792011.71358,3138097863.31003,,87742922.5392027,,23017581.050444,23017581.050444,24351972.1486786,443307537.967133,330003923.001687,28454,,,231761612.318156,296975594.464387,791486455.0349517,790893571.037219,496801607.972794,2484720152.18213,239368118.552806,5862186134.04496,296975594.464387,3408757.2265256,190365930.379747,,445812932.646892,3392046367.56093,3178188548.93255,,,1291395817.5892692,3283811158.8891,,141886913.470622,,,,,,,,,432033917.627055
2004-02-27,43240826.2494808,3639795280.58097,993020470.7437104,2254442000.72999,10258730931.4689,,1236500387.29815,773381663.19711,2331676393.57859,4,16,,,,9279836906.473013,4241499527.4439,,173713406.718437,,63888363.0825771,63888363.0825771,58992257.3974551,443307537.967133,330003923.001687,34347,,,895655998.451915,240105163.794948,2829387214.6929636,1016813640.91979,657414104.250311,3733137120.90167,407775457.780071,8382412106.125635,240105163.794948,-19005631.8452418,364074277.74911,,427292907.152656,4562711554.71788,4101743733.20076,,,1806359150.21459,4248155270.24782,,43819617.1447271,,,,,,,,,764037820.900407
2004-03-31,43240826.2494808,3639795280.58097,993020470.7437104,2254442000.72999,10258730931.4689,,1236500387.29815,773381663.19711,2331676393.57859,5,17,,,,9279836906.473013,4241499527.4439,,173713406.718437,,63888363.0825771,63888363.0825771,58992257.3974551,590181323.952073,409665861.669964,34347,,,895655998.451915,240105163.794948,2829387214.6929636,1016813640.91979,657414104.250311,3733137120.90167,407775457.780071,8382412106.125635,240105163.794948,-19005631.8452418,364074277.74911,,427292907.152656,4562711554.71788,4101743733.20076,,,1806359150.21459,4248155270.24782,,43819617.1447271,,,,,,,,,764037820.900407
2004-05-03,43240826.2494808,3639795280.58097,993020470.7437104,2254442000.72999,10258730931.4689,,1236500387.29815,773381663.19711,2331676393.57859,5,17,,,,9279836906.473013,4241499527.4439,,173713406.718437,,63888363.0825771,63888363.0825771,58992257.3974551,590181323.952073,409665861.669964,34347,,,895655998.451915,240105163.794948,2829387214.6929636,1016813640.91979,657414104.250311,3733137120.90167,407775457.780071,8382412106.125635,240105163.794948,-19005631.8452418,364074277.74911,,427292907.152656,4562711554.71788,4101743733.20076,,,1806359150.21459,4248155270.24782,,43819617.1447271,,,,,,,,,764037820.900407
