datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatbq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2003-11-14,,3258255.90402418,,673672.586434914,46633258.2656339,1087388.34309465,10993111.7513697,2366323.82391838,21500.1889287739,1,1,,,,61377175.7037597,30130885.981485,,1215086.43491404,,,,,,,27,41477122.0479879,,,229986.869450217,5863.6878896656,,420230.965426034,2330490.17570376,,35640146.5142641,229986.869450217,-1892016.625732104,1419663.9901757,,491898.261855281,48849732.2879274,43365881.0693369,,,727748.819195163,5183500.09446439,2008638.86264878,,,,,,,,,,246926.412242585
2003-12-31,,3258255.90402418,,673672.586434914,46633258.2656339,1087388.34309465,10993111.7513697,2366323.82391838,21500.1889287739,1,1,,,,61377175.7037597,30130885.981485,,1215086.43491404,,,,,,,27,41477122.0479879,,,229986.869450217,5863.6878896656,,420230.965426034,2330490.17570376,,35640146.5142641,229986.869450217,-1892016.625732104,1419663.9901757,,491898.261855281,48849732.2879274,43365881.0693369,,,727748.819195163,5183500.09446439,2008638.86264878,,,,,,,,,,246926.412242585
2004-05-15,,3258255.90402418,,673672.586434914,46633258.2656339,1087388.34309465,10993111.7513697,2366323.82391838,21500.1889287739,1,3,,,,61377175.7037597,30130885.981485,,1215086.43491404,,,,,,,27,41477122.0479879,,,229986.869450217,5863.6878896656,,420230.965426034,2330490.17570376,,35640146.5142641,229986.869450217,-1892016.625732104,1419663.9901757,,491898.261855281,48849732.2879274,43365881.0693369,,,727748.819195163,5183500.09446439,2008638.86264878,,,,,,,,,,246926.412242585
2004-08-14,,75283000.4027538,78253.0930235485,862898.97171913,218088550.32535,1063114.09260821,72945982.3543479,40981356.3112784,21500.1889287739,1,4,,,,240228535.788454,118546386.102476,6215833.52422187,1894993.82024593,,,,,,,44,125154190.074635,,6111496.06685714,502652.750682794,30557480.3342857,,13561049.5261349,17997506.4125961,,144441815.04789028,502652.750682794,-3855551.0427548382,-1727207.90907832,,-219954.639849974,144283898.896203,136455064.679748,,,33920248.38583818,8418199.85400174,66114698.8282381,,,,,,,,,,380690.722817263
2004-11-14,,75283000.4027538,78253.0930235485,862898.97171913,218088550.32535,1063114.09260821,72945982.3543479,40981356.3112784,21500.1889287739,2,5,,,,240228535.788454,118546386.102476,6215833.52422187,1894993.82024593,,,,,,,44,125154190.074635,,6111496.06685714,502652.750682794,30557480.3342857,,13561049.5261349,17997506.4125961,,144441815.04789028,502652.750682794,-3855551.0427548382,-1727207.90907832,,-219954.639849974,144283898.896203,136455064.679748,,,33920248.38583818,8418199.85400174,66114698.8282381,,,,,,,,,,380690.722817263
2004-12-31,,75283000.4027538,78253.0930235485,862898.97171913,218088550.32535,1063114.09260821,72945982.3543479,40981356.3112784,21500.1889287739,2,5,,,,240228535.788454,118546386.102476,6215833.52422187,1894993.82024593,,,,,,,44,125154190.074635,,6111496.06685714,502652.750682794,30557480.3342857,,13561049.5261349,17997506.4125961,,144441815.04789028,502652.750682794,-3855551.0427548382,-1727207.90907832,,-219954.639849974,144283898.896203,136455064.679748,,,33920248.38583818,8418199.85400174,66114698.8282381,,,,,,,,,,380690.722817263
2005-03-31,,75283000.4027538,78253.0930235485,862898.97171913,218088550.32535,1063114.09260821,72945982.3543479,40981356.3112784,21500.1889287739,2,6,,,,240228535.788454,118546386.102476,6215833.52422187,1894993.82024593,,,,,,,44,125154190.074635,,6111496.06685714,502652.750682794,30557480.3342857,,13561049.5261349,17997506.4125961,,144441815.04789028,502652.750682794,-3855551.0427548382,-1727207.90907832,,-219954.639849974,144283898.896203,136455064.679748,,,33920248.38583818,8418199.85400174,66114698.8282381,,,,,,,,,,380690.722817263
2005-06-30,,246999164.242038,53985018.6694144,2218455.91604865,643517592.74374,19993666.0927098,297408080.033082,228503079.572108,21500.1889287739,2,7,,,,482110966.74214,186331921.715905,5674413.04554144,602142.223788929,,,,,,,44,125154190.074635,,18052958.8784793,21587364.1145925,90264794.3923965,,26547263.3241591,138786008.446656,,345409840.40836805,21587364.1145925,-8206661.38807161,14474735.7810106,,22034023.6045392,2513873.11034885,2007847.48566238,,,18163210.27156744,22871510.1481893,198756405.629296,16372331.8735849,-45231.3407540979,,446659.489946717,,446659.489946717,,,,508145.843784319
2005-09-30,,246999164.242038,53985018.6694144,2218455.91604865,643517592.74374,19993666.0927098,297408080.033082,228503079.572108,21500.1889287739,2,8,,,,482110966.74214,186331921.715905,5674413.04554144,602142.223788929,,,,,,,44,125154190.074635,,18052958.8784793,21587364.1145925,90264794.3923965,,26547263.3241591,138786008.446656,,345409840.40836805,21587364.1145925,-8206661.38807161,14474735.7810106,,22034023.6045392,2513873.11034885,2007847.48566238,,,18163210.27156744,22871510.1481893,198756405.629296,16372331.8735849,-45231.3407540979,,446659.489946717,,446659.489946717,,,,508145.843784319
2005-12-31,,246999164.242038,53985018.6694144,2218455.91604865,643517592.74374,19993666.0927098,297408080.033082,228503079.572108,21500.1889287739,3,9,,,,482110966.74214,186331921.715905,5674413.04554144,602142.223788929,,,,,,,44,125154190.074635,,18052958.8784793,21587364.1145925,90264794.3923965,,26547263.3241591,138786008.446656,,345409840.40836805,21587364.1145925,-8206661.38807161,14474735.7810106,,22034023.6045392,2513873.11034885,2007847.48566238,,,18163210.27156744,22871510.1481893,198756405.629296,16372331.8735849,-45231.3407540979,,446659.489946717,,446659.489946717,,,,508145.843784319
2006-02-15,,246999164.242038,53985018.6694144,2218455.91604865,643517592.74374,19993666.0927098,297408080.033082,228503079.572108,21500.1889287739,3,10,,,,482110966.74214,186331921.715905,5674413.04554144,602142.223788929,,,,,,,44,125154190.074635,,18052958.8784793,21587364.1145925,90264794.3923965,,26547263.3241591,138786008.446656,,345409840.40836805,21587364.1145925,-8206661.38807161,14474735.7810106,,22034023.6045392,2513873.11034885,2007847.48566238,,,18163210.27156744,22871510.1481893,198756405.629296,16372331.8735849,-45231.3407540979,,446659.489946717,,446659.489946717,,,,508145.843784319
2006-05-16,,246999164.242038,53985018.6694144,2218455.91604865,643517592.74374,19993666.0927098,297408080.033082,228503079.572108,21500.1889287739,3,11,,,,482110966.74214,186331921.715905,5674413.04554144,602142.223788929,,,,,79744562.2735534,78440266.2590127,44,125154190.074635,,18052958.8784793,21587364.1145925,90264794.3923965,,26547263.3241591,138786008.446656,,345409840.40836805,21587364.1145925,-8206661.38807161,14474735.7810106,,22034023.6045392,2513873.11034885,2007847.48566238,,,18163210.27156744,22871510.1481893,198756405.629296,16372331.8735849,-45231.3407540979,,446659.489946717,,446659.489946717,,,,508145.843784319
2006-06-12,,1560400448.73844,6919214.2459655,6731408.96766478,2357299520.45371,77241628.0325365,1111925571.74487,1497339151.11474,21500.1889287739,3,11,,,,1506430164.861052,336758941.592962,4435093.87987071,489119.241288673,,,,,79744562.2735534,78440266.2590127,180,125154190.074635,,27272353.307522,78634001.2313667,136361766.53761,,26874041.0139831,869638188.588546,,1242386262.541587,78634001.2313667,-1580178.477130901,12292646.5859174,,77068269.3141051,3364672.58669887,2471049.6690702,,,50309800.77907624,56088424.7267905,798069243.064682,60842718.7866302,-1886307.9600753,,-1338714.54788714,,-1338714.54788714,,,,2783370.53481571
2006-06-27,,1560400448.73844,6919214.2459655,6731408.96766478,2357299520.45371,77241628.0325365,1111925571.74487,1497339151.11474,21500.1889287739,3,11,,,,1506430164.861052,336758941.592962,4435093.87987071,489119.241288673,,,,,79744562.2735534,78440266.2590127,180,125154190.074635,,27272353.307522,78634001.2313667,136361766.53761,,26874041.0139831,869638188.588546,,1242386262.541587,78634001.2313667,-1580178.477130901,12292646.5859174,,77068269.3141051,3364672.58669887,2471049.6690702,,,50309800.77907624,56088424.7267905,798069243.064682,60842718.7866302,-1886307.9600753,,-1338714.54788714,,-1338714.54788714,,,,2783370.53481571
2006-09-29,,1560400448.73844,6919214.2459655,6731408.96766478,2357299520.45371,77241628.0325365,1111925571.74487,1497339151.11474,21500.1889287739,3,12,,,,1506430164.861052,336758941.592962,4435093.87987071,489119.241288673,,,,,79744562.2735534,78440266.2590127,180,125154190.074635,,27272353.307522,78634001.2313667,136361766.53761,,26874041.0139831,869638188.588546,,1242386262.541587,78634001.2313667,-1580178.477130901,12292646.5859174,,77068269.3141051,3364672.58669887,2471049.6690702,,,50309800.77907624,56088424.7267905,798069243.064682,60842718.7866302,-1886307.9600753,,-1338714.54788714,,-1338714.54788714,,,,2783370.53481571
