datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2000-06-30,,26435039.9874,,,85467296.1428,,84892714.4802,26420267.4802,446825.0688,1,1,,,,,,,,,,,,,,,,,-97780.694,,,,574581.6626,,574581.6626,-97780.694,,-116214.7998,,-88563.332,,,,,,750185.7,,,,,,,,,,,258477.4566
2000-09-30,,26435039.9874,,,85467296.1428,,84892714.4802,26420267.4802,446825.0688,1,2,,,,,,,,,,,,,,,,,-97780.694,,,,574581.6626,,574581.6626,-97780.694,,-116214.7998,,-88563.332,,,,,,750185.7,,,,,,,,,,,258477.4566
2001-04-20,,27656787.15822,,,163450365.41064,,161900173.7595,24946339.10076,3046880.18778,1,4,,,,,,,,,,,,,,,,,-6611147.02578,,,,1550191.65114,,1550191.65114,-6611147.02578,,4614095.89146,,-6558853.3725,,,,,,10070827.2258,51149995.3650213,-12292891.2135718,,,,,,,,,665552.00118
2001-05-15,,27656787.15822,,,163450365.41064,,161900173.7595,24946339.10076,3046880.18778,1,4,,,,,,,,,,,,,,,,,-6611147.02578,,,,1550191.65114,,1550191.65114,-6611147.02578,,4614095.89146,,-6558853.3725,,,,,,10070827.2258,51149995.3650213,-12292891.2135718,,,,,,,,,665552.00118
2001-08-14,,27656787.15822,,,163450365.41064,,161900173.7595,24946339.10076,3046880.18778,2,5,,,,,,,,,,,,,,,,,-6611147.02578,,,,1550191.65114,,1550191.65114,-6611147.02578,,4614095.89146,,-6558853.3725,,,,,,10070827.2258,51149995.3650213,-12292891.2135718,,,,,,,,,665552.00118
2001-11-14,,27656787.15822,,,163450365.41064,,161900173.7595,24946339.10076,3046880.18778,2,6,,,,,,,,,,,,,,,,,-6611147.02578,,,,1550191.65114,,1550191.65114,-6611147.02578,,4614095.89146,,-6558853.3725,,,,,,10070827.2258,51149995.3650213,-12292891.2135718,,,,,,,,,665552.00118
2001-12-31,,27656787.15822,,,163450365.41064,,161900173.7595,24946339.10076,3046880.18778,2,7,,,,,,,,,,,,,,,,,-6611147.02578,,,,1550191.65114,,1550191.65114,-6611147.02578,,4614095.89146,,-6558853.3725,,,,,,10070827.2258,51149995.3650213,-12292891.2135718,,,,,,,,,665552.00118
2002-06-07,,4352371.48319,,,150317195.98759,,140417229.54625,4262853.64791,3292060.8929,2,8,,,,6216489.21255,,,,,,,,,,,,,-6606142.94771,,,1308778.15016,9899966.44134,,9899966.44134,-6606142.94771,,-27322.03059,,-6379005.4012,,,,,,3876419.08326,-612495.19237321,-6221597.30580135,,,,,,,,,665552.00118
2002-08-26,,4352371.48319,,,150317195.98759,,140417229.54625,4262853.64791,3292060.8929,3,9,,,,6216489.21255,,,,,,,,,,,,,-6606142.94771,,,1308778.15016,9899966.44134,,9899966.44134,-6606142.94771,,-27322.03059,,-6379005.4012,,,,,,3876419.08326,-612495.19237321,-6221597.30580135,,,,,,,,,665552.00118
2002-11-14,,4352371.48319,,,150317195.98759,,140417229.54625,4262853.64791,3292060.8929,3,10,,,,6216489.21255,,,,,,,,,,,,,-6606142.94771,,,1308778.15016,9899966.44134,,9899966.44134,-6606142.94771,,-27322.03059,,-6379005.4012,,,,,,3876419.08326,-612495.19237321,-6221597.30580135,,,,,,,,,665552.00118
2002-12-31,,4352371.48319,,,150317195.98759,,140417229.54625,4262853.64791,3292060.8929,3,11,,,,6216489.21255,,,,,,,,,,,,,-6606142.94771,,,1308778.15016,9899966.44134,,9899966.44134,-6606142.94771,,-27322.03059,,-6379005.4012,,,,,,3876419.08326,-612495.19237321,-6221597.30580135,,,,,,,,,665552.00118
2003-03-31,,4352371.48319,,,150317195.98759,,140417229.54625,4262853.64791,3292060.8929,3,12,,,,6216489.21255,,,,,,,,,,,,,-6606142.94771,,,1308778.15016,9899966.44134,,9899966.44134,-6606142.94771,,-27322.03059,,-6379005.4012,,,,,,3876419.08326,-612495.19237321,-6221597.30580135,,,,,,,,,665552.00118
2003-06-30,,7992818.67186,,,150312632.30676,,126121602.95757,4602892.9617,2963703.31785,4,13,,,,34795390.10508,11892379.851,,,,,,,,,,,,1787643.43065,,,1308778.15016,12298649.49819,,24191029.34919,1787643.43065,,-16405360.0722,,1803611.7099,,,,,,11600519.43303,2055111.75365067,-6169327.3202121,,,,,,,,,665552.00118
2003-09-30,,7992818.67186,,,150312632.30676,,126121602.95757,4602892.9617,2963703.31785,4,14,,,,34795390.10508,11892379.851,,,,,,,,,,,,1787643.43065,,,1308778.15016,12298649.49819,,24191029.34919,1787643.43065,,-16405360.0722,,1803611.7099,,,,,,11600519.43303,2055111.75365067,-6169327.3202121,,,,,,,,,665552.00118
2004-04-02,,14704944.45555,,,172591133.94012,,138210037.50654,12602367.11052,3170932.89858,4,16,,,,41864555.90205,15286258.57215,,,,,,,,,,,,7102405.83012,,,7140182.11758,19094837.3013,,34381096.43358,7102405.83012,,-1393560.30999,,7124909.613,,,,,,12157394.79735,2055111.75365067,-1385641.39705758,,,,,,,,,665552.00118
