datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2012-03-31,149020.153889372,37432620.5651261,596080.615557488,17510613.3028292,39101149.4176309,-37255.038472343,15832149.6018862,20349198.8846499,163689945.947896,1,1,,,,,,,92144.1344911912,,,,,,,18,,,14668799.0024614,,27568.8828305799,1335469.16873788,23070058.4419905,,23269000.6733061,14668799.0024614,108536.39686977484,25087791.42856,,17154206.5108421,242902.542117584,96863.2715403652,,,14833962.74908703,186371806.940459,,,-71032.6656009632,2556441.03154304,-71033.52316233004,1318580.35517357,2485407.50838071,,,,2561904.55501304
2012-06-30,149020.153889372,37432620.5651261,596080.615557488,17510613.3028292,39101149.4176309,-37255.038472343,15832149.6018862,20349198.8846499,163689945.947896,1,1,,,,,,,92144.1344911912,,,,,,,18,,,14668799.0024614,,27568.8828305799,1335469.16873788,23070058.4419905,,23269000.6733061,14668799.0024614,108536.39686977484,25087791.42856,,17154206.5108421,242902.542117584,96863.2715403652,,,14833962.74908703,186371806.940459,,,-71032.6656009632,2556441.03154304,-71033.52316233004,1318580.35517357,2485407.50838071,,,,2561904.55501304
2012-09-30,149020.153889372,37432620.5651261,596080.615557488,17510613.3028292,39101149.4176309,-37255.038472343,15832149.6018862,20349198.8846499,163689945.947896,1,3,,,,,,,92144.1344911912,,,,,,,18,,,14668799.0024614,,27568.8828305799,1335469.16873788,23070058.4419905,,23269000.6733061,14668799.0024614,108536.39686977484,25087791.42856,,17154206.5108421,242902.542117584,96863.2715403652,,,14833962.74908703,186371806.940459,,,-71032.6656009632,2556441.03154304,-71033.52316233004,1318580.35517357,2485407.50838071,,,,2561904.55501304
2013-02-27,201045.022891598,17555352.8855288,872605.628100591,9209041.72907431,49124842.4895767,-1012279.6533935,13306599.5073359,2637805.69182763,188285912.113416,1,4,,,,43198832.4937329,20609122.2520187,10082352.8922578,2065474.04373819,78536.8529000422,,78536.8529000422,6348792.76044965,,,37,,1628582.81586447,13664953.6850195,14375077.58754222,84180.3216698332,454761.609074836,13297193.7260529,,35818242.9822409,13664953.6850195,-55022.8056391176,13709865.1742928,,16018945.1024514,22367972.5,20627933.0026916,,,14632321.037246663,211023290.279647,,,21397.4420123496,2332593.16352649,21398.25390542997,138262.95512719,2353991.41743192,,-1080940.63891967,,4305891.97718757
2013-05-14,201045.022891598,17555352.8855288,872605.628100591,9209041.72907431,49124842.4895767,-1012279.6533935,13306599.5073359,2637805.69182763,188285912.113416,2,5,,,,43198832.4937329,20609122.2520187,10082352.8922578,2065474.04373819,78536.8529000422,,78536.8529000422,6348792.76044965,,,37,,1628582.81586447,13664953.6850195,14375077.58754222,84180.3216698332,454761.609074836,13297193.7260529,,35818242.9822409,13664953.6850195,-55022.8056391176,13709865.1742928,,16018945.1024514,22367972.5,20627933.0026916,,,14632321.037246663,211023290.279647,,,21397.4420123496,2332593.16352649,21398.25390542997,138262.95512719,2353991.41743192,,-1080940.63891967,,4305891.97718757
2013-08-30,201045.022891598,17555352.8855288,872605.628100591,9209041.72907431,49124842.4895767,-1012279.6533935,13306599.5073359,2637805.69182763,188285912.113416,2,6,,,,43198832.4937329,20609122.2520187,10082352.8922578,2065474.04373819,78536.8529000422,,78536.8529000422,6348792.76044965,,,37,,1628582.81586447,13664953.6850195,14375077.58754222,84180.3216698332,454761.609074836,13297193.7260529,,35818242.9822409,13664953.6850195,-55022.8056391176,13709865.1742928,,16018945.1024514,22367972.5,20627933.0026916,,,14632321.037246663,211023290.279647,,,21397.4420123496,2332593.16352649,21398.25390542997,138262.95512719,2353991.41743192,,-1080940.63891967,,4305891.97718757
2013-11-08,201045.022891598,17555352.8855288,872605.628100591,9209041.72907431,49124842.4895767,-1012279.6533935,13306599.5073359,2637805.69182763,188285912.113416,2,7,,,,43198832.4937329,20609122.2520187,10082352.8922578,2065474.04373819,78536.8529000422,,78536.8529000422,6348792.76044965,,,37,,1628582.81586447,13664953.6850195,14375077.58754222,84180.3216698332,454761.609074836,13297193.7260529,,35818242.9822409,13664953.6850195,-55022.8056391176,13709865.1742928,,16018945.1024514,22367972.5,20627933.0026916,,,14632321.037246663,211023290.279647,,,21397.4420123496,2332593.16352649,21398.25390542997,138262.95512719,2353991.41743192,,-1080940.63891967,,4305891.97718757
2014-02-28,265932.43423042,19291625.6079528,1478737.756879346,11727946.6215603,48715845.6530088,-87040.7351073481,8005376.55397641,3655245.12745691,176024034.75068,2,8,,,,42045901.2202903,17516661.1032658,622031.33912912,2053641.12152979,824486.02010886,,824486.02010886,3125785.37345026,,,40,,1424877.14061083,645354.390686423,12752963.72921078,107959.502419111,1241176.87299667,22457806.4436045,92571.5851224675,40710469.0990324,645354.390686423,-343836.723162988,6480474.21499849,,-382788.452524947,22786735.1100696,20120440.335954,,,15262488.54384636,182224390.756275,,-240445.044500907,-1282533.71681282,2332593.16352649,-3360736.00673786,138262.95512719,-1028142.84321137,,-978130.24402782,,4096462.00423344
2014-05-22,265932.43423042,19291625.6079528,1478737.756879346,11727946.6215603,48715845.6530088,-87040.7351073481,8005376.55397641,3655245.12745691,176024034.75068,3,9,,,,42045901.2202903,17516661.1032658,622031.33912912,2053641.12152979,824486.02010886,,824486.02010886,3125785.37345026,,,40,,1424877.14061083,645354.390686423,12752963.72921078,107959.502419111,1241176.87299667,22457806.4436045,92571.5851224675,40710469.0990324,645354.390686423,-343836.723162988,6480474.21499849,,-382788.452524947,22786735.1100696,20120440.335954,,,15262488.54384636,182224390.756275,,-240445.044500907,-1282533.71681282,2332593.16352649,-3360736.00673786,138262.95512719,-1028142.84321137,,-978130.24402782,,4096462.00423344
2014-08-29,265932.43423042,19291625.6079528,1478737.756879346,11727946.6215603,48715845.6530088,-87040.7351073481,8005376.55397641,3655245.12745691,176024034.75068,3,10,,,,42045901.2202903,17516661.1032658,622031.33912912,2053641.12152979,824486.02010886,,824486.02010886,3125785.37345026,,,40,,1424877.14061083,645354.390686423,12752963.72921078,107959.502419111,1241176.87299667,22457806.4436045,92571.5851224675,40710469.0990324,645354.390686423,-343836.723162988,6480474.21499849,,-382788.452524947,22786735.1100696,20120440.335954,,,15262488.54384636,182224390.756275,,-240445.044500907,-1282533.71681282,2332593.16352649,-3360736.00673786,138262.95512719,-1028142.84321137,,-978130.24402782,,4096462.00423344
2014-11-14,265932.43423042,19291625.6079528,1478737.756879346,11727946.6215603,48715845.6530088,-87040.7351073481,8005376.55397641,3655245.12745691,176024034.75068,3,11,,,,42045901.2202903,17516661.1032658,622031.33912912,2053641.12152979,824486.02010886,,824486.02010886,3125785.37345026,,,40,,1424877.14061083,645354.390686423,12752963.72921078,107959.502419111,1241176.87299667,22457806.4436045,92571.5851224675,40710469.0990324,645354.390686423,-343836.723162988,6480474.21499849,,-382788.452524947,22786735.1100696,20120440.335954,,,15262488.54384636,182224390.756275,,-240445.044500907,-1282533.71681282,2332593.16352649,-3360736.00673786,138262.95512719,-1028142.84321137,,-978130.24402782,,4096462.00423344
