datadate,acoq,actq,aoq,apq,atq,capxq,ceqq,cheq,cogsq,count,countq,dcpstkq,dcq,dcvtq,dlcq,dlttq,dmq,dpq,drcq,drltq,drq,dvtq,ebitdaq,ebitq,empq,fatlq,gdwliaq,ibq,intanq,invtq,lcoq,lctq,loq,ltq,niq,nopiq,oancfq,obq,piq,ppegtq,ppentq,pstkq,pstkqq,rectq,revtq,scstkcq,spiq,txdiq,txfedq,txfoq,txpq,txtq,xadq,xintq,xrdq,xsgaq
2004-12-31,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,29295374.0,,953924.1,30113767.9,613809.176294478,25902427.57,28866890.06,,1,1,,,,,,,196115.554226751,42744.14,,42744.14,,,,,,42744.14,18429986.0205005,377399.48000000004,,79754.31,1033678.41,,1033678.41,18429986.0205005,,-3194733.16448502,,20987072.7699018,547333.5,261156.27,,,428483.94,7271986.31507073,2391851.30367848,-3043041.62464501,,,,30754.93,,,,,4204565.71997366
2005-06-30,,29295374.0,,953924.1,30113767.9,613809.176294478,25902427.57,28866890.06,,1,2,,,,,,,196115.554226751,42744.14,,42744.14,,,,,,42744.14,18429986.0205005,377399.48000000004,,79754.31,1033678.41,,1033678.41,18429986.0205005,,-3194733.16448502,,20987072.7699018,547333.5,261156.27,,,428483.94,7271986.31507073,2391851.30367848,-3043041.62464501,,,,30754.93,,,,,4204565.71997366
2005-08-11,,29295374.0,,953924.1,30113767.9,613809.176294478,25902427.57,28866890.06,,1,3,,,,,,,196115.554226751,42744.14,,42744.14,,,,,,42744.14,18429986.0205005,377399.48000000004,,79754.31,1033678.41,,1033678.41,18429986.0205005,,-3194733.16448502,,20987072.7699018,547333.5,261156.27,,,428483.94,7271986.31507073,2391851.30367848,-3043041.62464501,,,,30754.93,,,,,4204565.71997366
2005-09-30,,29295374.0,,953924.1,30113767.9,613809.176294478,25902427.57,28866890.06,,1,3,,,,,,,196115.554226751,42744.14,,42744.14,,,,,,42744.14,18429986.0205005,377399.48000000004,,79754.31,1033678.41,,1033678.41,18429986.0205005,,-3194733.16448502,,20987072.7699018,547333.5,261156.27,,,428483.94,7271986.31507073,2391851.30367848,-3043041.62464501,,,,30754.93,,,,,4204565.71997366
2005-12-31,,29295374.0,,953924.1,30113767.9,613809.176294478,25902427.57,28866890.06,,2,5,,,,,,,196115.554226751,42744.14,,42744.14,,,,,,42744.14,18429986.0205005,377399.48000000004,,79754.31,1033678.41,,1033678.41,18429986.0205005,,-3194733.16448502,,20987072.7699018,547333.5,261156.27,,,428483.94,7271986.31507073,2391851.30367848,-3043041.62464501,,,,30754.93,,,,,4204565.71997366
2006-03-16,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,5,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,,,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-03-31,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,5,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-05-12,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,6,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-06-30,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,6,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-08-10,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,7,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-09-30,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,7,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-11-09,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,2,8,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2006-12-31,,103909035.777978,,360813.42202172,105036214.577978,253327.097542355,87643961.9101086,97906518.1559566,,3,9,,,,4845706.8,,,183562.079145425,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,63778959.1905612,421820.5321303182,,628082.62202172,5834602.84404344,,5834602.844043501,63778959.1905612,,9517779.61962497,,71753330.5438587,751839.888086879,342801.8,,,6002517.622021719,4630796.64239689,231025.171267837,-3043041.62464501,,81773.7699863251,3431.0604859615996,47643.6440434394,85204.8304722867,,,,11223019.875465
2007-03-14,,72994149.6,,5535057.84,73998852.96,106463.359762918,49310105.76,70695278.04,,3,9,,,,4689636.72,,,282496.817925526,14525.5101085984,,14525.5101085984,6843262.95695312,75426847.146,75251078.0086,,,47643.6440434394,-30150737.7184529,344421.04808687884,,91893.6,10316588.16,,10316588.16,-30150737.7184529,505437.397104863,-3524358.60439514,,-28936950.0777933,761185.32,251686.36,,,2298871.56,6044694.01194833,6341421.10689072,-124909.973588837,,50596.4501246201,42163.695506079,50541.48,92760.1456306991,,85908.5482629179,,18887231.2240593
2007-03-31,,72994149.6,,5535057.84,73998852.96,106463.359762918,49310105.76,70695278.04,,3,9,,,,4689636.72,,,282496.817925526,14525.5101085984,,14525.5101085984,6843262.95695312,-26918655.6702,-27062288.7206,,,47643.6440434394,-30150737.7184529,344421.04808687884,,91893.6,10316588.16,,10316588.16,-30150737.7184529,505437.397104863,-3524358.60439514,,-28936950.0777933,761185.32,251686.36,,,2298871.56,6044694.01194833,6341421.10689072,-124909.973588837,,50596.4501246201,42163.695506079,50541.48,92760.1456306991,,85908.5482629179,,18887231.2240593
2007-05-11,,72994149.6,,5535057.84,73998852.96,106463.359762918,49310105.76,70695278.04,,3,10,,,,4689636.72,,,282496.817925526,14525.5101085984,,14525.5101085984,6843262.95695312,-26918655.6702,-27062288.7206,,,47643.6440434394,-30150737.7184529,344421.04808687884,,91893.6,10316588.16,,10316588.16,-30150737.7184529,505437.397104863,-3524358.60439514,,-28936950.0777933,761185.32,251686.36,,,2298871.56,6044694.01194833,6341421.10689072,-124909.973588837,,50596.4501246201,42163.695506079,50541.48,92760.1456306991,,85908.5482629179,,18887231.2240593
2007-08-09,,72994149.6,,5535057.84,73998852.96,106463.359762918,49310105.76,70695278.04,,3,11,,,,4689636.72,,,282496.817925526,14525.5101085984,,14525.5101085984,6843262.95695312,-26918655.6702,-27062288.7206,,,47643.6440434394,-30150737.7184529,344421.04808687884,,91893.6,10316588.16,,10316588.16,-30150737.7184529,505437.397104863,-3524358.60439514,,-28936950.0777933,761185.32,251686.36,,,2298871.56,6044694.01194833,6341421.10689072,-124909.973588837,,50596.4501246201,42163.695506079,50541.48,92760.1456306991,,85908.5482629179,,18887231.2240593
2007-09-30,,72994149.6,,5535057.84,73998852.96,106463.359762918,49310105.76,70695278.04,,3,11,,,,4689636.72,,,282496.817925526,14525.5101085984,,14525.5101085984,6843262.95695312,-26918655.6702,-27062288.7206,,,47643.6440434394,-30150737.7184529,344421.04808687884,,91893.6,10316588.16,,10316588.16,-30150737.7184529,505437.397104863,-3524358.60439514,,-28936950.0777933,761185.32,251686.36,,,2298871.56,6044694.01194833,6341421.10689072,-124909.973588837,,50596.4501246201,42163.695506079,50541.48,92760.1456306991,,85908.5482629179,,18887231.2240593
2008-03-13,,36664156.8,,6618069.76025357,44780172.6,406819.967842243,32349689.2602536,34672437.7602536,1367250.63703983,4,13,,,,4689636.72,,,256359.495213985,14525.5101085984,,14525.5101085984,6843262.95695312,-26918655.6702,-27062288.7206,,,47643.6440434394,-3666622.31807322,4487851.588086878,,1646077.96025357,8264147.7,,8264147.700000031,-17777928.0944586,214419.299700849,25871338.9229573,,4582491.50031543,1225867.06025357,508384.660253566,,,1991719.060253566,20600503.8127475,131063.136612467,123723.600962169,,50596.4501246201,1228055.51886946,1221836.26025357,1278651.96899408,,85908.5482629179,,14714720.4696534
